"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.833613417E0,4.212956131E-1,9.696602821E-1,-3.716962337E-1
3.843650417E0,3.489565253E-1,1.302405834E0,-2.831653953E-1
3.853687417E0,1.913549006E-1,1.439104795E0,-3.143856525E-1
3.863724417E0,-8.443484455E-2,1.457791448E0,-4.178990126E-1
3.873761417E0,-4.125290811E-1,1.292242646E0,-3.476568162E-1
3.883798417E0,-7.946485281E-1,1.095965981E0,-2.147441953E-1
3.893835417E0,-1.173357725E0,1.074067116E0,-3.525964543E-2
3.903872417E0,-1.402478456E0,8.717429042E-1,2.077246606E-1
3.913909417E0,-1.400760174E0,1.660472751E-1,2.143231779E-1
3.923947417E0,-1.239049077E0,-6.587936282E-1,1.853201725E-2
3.933984417E0,-1.023262978E0,-1.128831744E0,-2.201633751E-1
3.944021417E0,-8.033754230E-1,-1.132460356E0,-4.152192175E-1
3.954058417E0,-6.256086230E-1,-8.691871762E-1,-5.798590779E-1
3.964095417E0,-4.935631454E-1,-5.932891965E-1,-7.005624175E-1
3.974132417E0,-4.074218869E-1,-4.131990373E-1,-7.649062872E-1
3.984169417E0,-4.016464949E-1,-3.789557815E-1,-7.686662078E-1
3.994206417E0,-4.873547256E-1,-4.507711232E-1,-7.147566676E-1
4.004244417E0,-6.284977794E-1,-5.637021661E-1,-6.316588521E-1
4.014281417E0,-7.778819203E-1,-6.348501444E-1,-5.040827990E-1
4.024318417E0,-9.287543893E-1,-6.512438059E-1,-4.068452120E-1
4.034355417E0,-1.045174956E0,-6.541485190E-1,-3.627520502E-1
4.044392417E0,-1.112657905E0,-6.609312296E-1,-3.381252289E-1
4.054429417E0,-1.143561840E0,-6.727069020E-1,-3.312396109E-1
4.064466417E0,-1.170512557E0,-6.523252726E-1,-3.501070142E-1
4.074503417E0,-1.176105261E0,-5.705880523E-1,-3.787660897E-1
4.084541417E0,-1.173950195E0,-4.345624149E-1,-3.991604745E-1
4.094578417E0,-1.164472580E0,-2.761858106E-1,-4.166041911E-1
4.104615417E0,-1.140272141E0,-1.464137435E-1,-4.150725901E-1
4.114652417E0,-1.097711086E0,-7.406338304E-2,-4.131218195E-1
4.124689417E0,-1.045562029E0,-2.964547276E-2,-4.155306518E-1
4.134726417E0,-1.011710048E0,1.771305688E-3,-4.243968725E-1
4.144763417E0,-1.016948700E0,2.139606513E-3,-4.444801807E-1
4.154800417E0,-1.063899398E0,-5.645393208E-2,-4.653593898E-1
4.164838417E0,-1.130035043E0,-1.461168230E-1,-4.783209562E-1
4.174875417E0,-1.197469473E0,-2.584393620E-1,-4.768399596E-1
4.184912417E0,-1.255625963E0,-3.803223670E-1,-4.682474732E-1
4.194949417E0,-1.307933450E0,-4.633046091E-1,-4.550610781E-1
4.204986417E0,-1.340158343E0,-4.895849228E-1,-4.423424304E-1
4.215023417E0,-1.375161529E0,-4.751586020E-1,-4.385836422E-1
4.225060417E0,-1.404210925E0,-4.383096993E-1,-4.416395128E-1
4.235097417E0,-1.435464978E0,-3.820032775E-1,-4.462561011E-1
4.245135417E0,-1.460758805E0,-3.173552155E-1,-4.484728277E-1
4.255172417E0,-1.450477719E0,-2.690766454E-1,-4.583345354E-1
4.265209417E0,-1.393900514E0,-2.362548113E-1,-4.700165093E-1
4.275246417E0,-1.349930882E0,-1.961092502E-1,-5.126715899E-1
4.285283417E0,-1.350096583E0,-1.327781826E-1,-5.657582879E-1
4.295320417E0,-1.381487727E0,-8.540800959E-2,-5.668016672E-1
4.305357417E0,-1.423310876E0,-8.264905214E-2,-5.376726389E-1
4.315394417E0,-1.483847141E0,-1.230076626E-1,-5.081664324E-1
4.325432417E0,-1.564551950E0,-1.871372759E-1,-4.908758104E-1
4.335469417E0,-1.649449468E0,-2.764043212E-1,-4.675286710E-1
4.345506417E0,-1.721474528E0,-4.238618910E-1,-4.453653693E-1
4.355543417E0,-1.774167895E0,-5.479705334E-1,-4.312961400E-1
4.365580417E0,-1.808691978E0,-5.790459514E-1,-4.003318548E-1
4.375617417E0,-1.823758006E0,-5.254913568E-1,-3.712522686E-1
4.385654417E0,-1.819190979E0,-4.060172141E-1,-3.609997928E-1
4.395691417E0,-1.798317909E0,-2.843360305E-1,-3.629604280E-1
4.405728417E0,-1.742439032E0,-2.117577046E-1,-3.661499619E-1
4.415766417E0,-1.678831816E0,-1.552646011E-1,-3.712115884E-1
4.425803417E0,-1.641580582E0,-7.350421697E-2,-3.726499081E-1
4.435840417E0,-1.622869492E0,2.764770202E-2,-3.764758110E-1
4.445877417E0,-1.620944023E0,1.065847874E-1,-3.838652372E-1
4.455914417E0,-1.623267174E0,1.317654997E-1,-3.771873415E-1
4.465951417E0,-1.627102256E0,8.503286541E-2,-3.575530350E-1
4.475988417E0,-1.628863692E0,3.878091928E-3,-3.271828592E-1
4.486025417E0,-1.621073246E0,-9.035155177E-2,-2.923731804E-1
4.496063417E0,-1.618097067E0,-1.970646828E-1,-2.596831620E-1
4.506100417E0,-1.616548419E0,-2.994623780E-1,-2.305227220E-1
4.516137417E0,-1.604287744E0,-3.782746494E-1,-2.107602060E-1
4.526174417E0,-1.580073118E0,-3.986127377E-1,-1.846776903E-1
4.536211417E0,-1.558810472E0,-3.306211829E-1,-1.764304191E-1
4.546248417E0,-1.537799239E0,-2.089551240E-1,-1.829803288E-1
4.556285417E0,-1.523585916E0,-6.119122729E-2,-1.756036431E-1
4.566322417E0,-1.507334471E0,1.234967709E-1,-1.500158459E-1
4.576360417E0,-1.502201796E0,2.675173283E-1,-1.323694736E-1
4.586397417E0,-1.511061430E0,2.732802331E-1,-1.304465383E-1
4.596434417E0,-1.524839520E0,1.599896252E-1,-1.525902003E-1
4.606471417E0,-1.522563577E0,1.996298134E-2,-1.686108410E-1
4.616508417E0,-1.504220009E0,-7.956574112E-2,-1.633598953E-1
4.626545417E0,-1.465727448E0,-1.344868243E-1,-1.607064903E-1
4.636583417E0,-1.426162720E0,-1.252011657E-1,-1.688839942E-1
4.646620417E0,-1.396581173E0,-7.599373162E-2,-1.913965642E-1
4.656658417E0,-1.355077982E0,-3.964077681E-2,-2.331725061E-1
4.666695417E0,-1.300084829E0,-5.699722469E-2,-2.703690231E-1
4.676732417E0,-1.232041359E0,-1.010999680E-1,-2.912831008E-1
4.686769417E0,-1.158832312E0,-1.477308422E-1,-2.845230103E-1
4.696806417E0,-1.110834718E0,-5.154279619E-2,-1.755680591E-1
4.706843417E0,-9.912447333E-1,1.781471074E-1,-1.627394743E-2
4.716880417E0,-7.574966550E-1,9.144594669E-1,4.376142472E-2
4.726917417E0,-5.037869811E-1,1.506867409E0,1.483888458E-2
4.736954417E0,-1.072217673E-1,1.630878806E0,-1.016965136E-1
4.746992417E0,2.721800506E-1,1.529244184E0,-2.036246508E-1
4.757029417E0,5.727697015E-1,1.178190589E0,-2.910546362E-1
4.767066417E0,8.154149055E-1,6.502154469E-1,-3.393958211E-1
4.777103417E0,9.526449442E-1,1.376618743E-1,-3.095678985E-1
4.787140417E0,9.639244676E-1,-1.810376197E-1,-1.944468617E-1
4.797177417E0,8.829915524E-1,-3.680898249E-1,-4.048419744E-2
4.807214417E0,7.003943920E-1,-5.018079281E-1,1.064171717E-1
4.817251417E0,4.781879485E-1,-6.001120806E-1,2.191453129E-1
4.827289417E0,3.527951837E-1,-6.557754278E-1,3.383361101E-1
4.837326417E0,3.447718918E-1,-6.352203488E-1,4.454450011E-1
4.847363417E0,4.092826247E-1,-5.057259202E-1,5.611079335E-1
4.857400417E0,5.404443145E-1,-2.207689732E-1,6.360625625E-1
4.867437417E0,7.411901355E-1,1.144996211E-1,5.526379347E-1
4.877474417E0,9.992491603E-1,3.389534950E-1,4.276595116E-1
4.887511417E0,1.283867478E0,4.113657176E-1,3.719303012E-1
4.897548417E0,1.528260469E0,3.402515948E-1,3.512023687E-1
4.907586417E0,1.705177307E0,1.444765627E-1,3.181253672E-1
4.917623417E0,1.807628870E0,-1.200275347E-1,2.886809111E-1
4.927660417E0,1.829977274E0,-3.511165977E-1,3.013292253E-1
4.937697417E0,1.806446195E0,-5.069704056E-1,3.727520108E-1
4.947734417E0,1.761412859E0,-5.842384696E-1,4.819968641E-1
4.957771417E0,1.714293838E0,-5.964050889E-1,5.712806582E-1
4.967808417E0,1.675916195E0,-5.415583849E-1,6.280333400E-1
4.977845417E0,1.654484987E0,-4.824506044E-1,6.803258657E-1
4.987883417E0,1.649517775E0,-4.334758520E-1,7.257730365E-1
4.997920417E0,1.651221395E0,-3.524380028E-1,7.523540258E-1
5.007957417E0,1.668617487E0,-2.405852377E-1,7.499322295E-1
5.017994417E0,1.710982561E0,-1.189474910E-1,7.341703176E-1
5.028031417E0,1.788108349E0,-1.164948847E-2,7.139026523E-1
5.038068417E0,1.916872740E0,6.215842813E-2,6.812328100E-1
5.048105417E0,2.067585468E0,1.357104331E-1,6.459303498E-1
5.058142417E0,2.184529305E0,2.340974510E-1,6.270114779E-1
5.068179417E0,2.251885176E0,2.927698195E-1,6.197693944E-1
5.078217417E0,2.270885706E0,2.870166004E-1,6.125234365E-1
5.088254417E0,2.242686033E0,2.398330718E-1,6.183856726E-1
5.098291417E0,2.175578356E0,1.766612828E-1,6.345247030E-1
5.108328417E0,2.096549511E0,8.970567584E-2,6.631287336E-1
5.118365417E0,2.018029213E0,5.533539224E-3,6.865406036E-1
5.128402417E0,1.931759238E0,-4.349263757E-2,7.247382402E-1
5.138439417E0,1.840920687E0,-6.546584517E-2,7.604698539E-1
5.148476417E0,1.754322529E0,-9.186224639E-2,7.841658592E-1
5.158514417E0,1.670569062E0,-1.256484389E-1,7.840556502E-1
5.168551417E0,1.589979529E0,-1.556220800E-1,7.545430064E-1
5.178588417E0,1.520883322E0,-1.503974944E-1,7.156565785E-1
5.188625417E0,1.500095367E0,-1.135494485E-1,6.785829067E-1
5.198662417E0,1.495330453E0,-6.863976270E-2,6.336281896E-1
5.208699417E0,1.487877727E0,-2.953148447E-2,5.868915915E-1
5.218736417E0,1.475877523E0,-1.107566291E-3,5.393648148E-1
5.228773417E0,1.462178946E0,1.748051867E-2,4.934664071E-1
5.238811417E0,1.446556568E0,3.078860044E-2,4.419004023E-1
5.248848417E0,1.415000796E0,4.504382983E-2,3.960362673E-1
5.258885417E0,1.366592169E0,6.098151579E-2,3.591344357E-1
5.268922417E0,1.315079451E0,7.571983337E-2,3.352152407E-1
5.278959417E0,1.261153579E0,8.704864979E-2,3.156796098E-1
5.288996417E0,1.205650806E0,9.577912092E-2,2.992605865E-1
5.299033417E0,1.153931141E0,1.048668921E-1,2.785044312E-1
5.309070417E0,1.108516216E0,1.015311331E-1,2.572341561E-1
5.319107417E0,1.081321120E0,6.392676383E-2,2.395582348E-1
5.329145417E0,1.078114867E0,-1.949416101E-2,2.237338275E-1
5.339182417E0,1.097305894E0,-1.333371103E-1,2.033702284E-1
5.349219417E0,1.127300620E0,-2.130782753E-1,1.755499095E-1
5.359256417E0,1.158518672E0,-2.251551747E-1,1.399447769E-1
5.369293417E0,1.200933576E0,-1.450510770E-1,1.097198427E-1
5.379330417E0,1.253954768E0,1.007460523E-2,8.911203593E-2
5.389367417E0,1.318658471E0,1.862220168E-1,7.788206637E-2
5.399404417E0,1.381547928E0,2.973983288E-1,7.140073180E-2
5.409442417E0,1.418492436E0,3.266619742E-1,7.189989835E-2
5.419479417E0,1.418603301E0,3.056605458E-1,8.052801341E-2
5.429516417E0,1.385949135E0,2.673961222E-1,9.694947302E-2
5.439553417E0,1.340437055E0,2.434148937E-1,1.069690809E-1
5.449590417E0,1.290551066E0,2.490802854E-1,1.160574630E-1
5.459627417E0,1.228838682E0,2.589619458E-1,1.246626675E-1
5.469664417E0,1.173242092E0,2.583392262E-1,1.230527759E-1
5.479701417E0,1.111898303E0,2.356160730E-1,1.261247396E-1
5.489738417E0,1.046674967E0,1.698365062E-1,1.334488690E-1
5.499776417E0,9.798595905E-1,6.756873429E-2,1.394367218E-1
5.509813417E0,9.199548960E-1,-4.129406810E-2,1.395363510E-1
5.519850417E0,8.686301708E-1,-1.525593400E-1,1.309085041E-1
5.529887417E0,8.194881678E-1,-2.417457849E-1,1.110115945E-1
5.539924417E0,7.915359139E-1,-2.845278978E-1,6.343661994E-2
5.549961417E0,8.148670197E-1,-1.480827332E-1,-9.866554290E-2
5.559998417E0,7.947894335E-1,1.308996379E-1,-3.331408799E-1
5.570035417E0,6.330035329E-1,7.748116255E-1,-4.643957913E-1
5.580073417E0,4.187610447E-1,1.405384779E0,-4.192733169E-1
5.590110417E0,1.522323042E-1,1.681740642E0,-2.474095672E-1
5.600147417E0,-1.526863277E-1,1.868585110E0,-1.514568343E-3
5.610184417E0,-4.929869175E-1,1.699585915E0,2.857733965E-1
5.620221417E0,-7.942096591E-1,9.796110392E-1,4.665713906E-1
5.630258417E0,-8.735343218E-1,1.260007620E-1,5.114877820E-1
5.640295167E0,-6.966946125E-1,-4.808561504E-1,4.277891517E-1
5.650332167E0,-4.467514753E-1,-6.680257916E-1,2.790095806E-1
5.660370167E0,-1.855342537E-1,-6.546977162E-1,6.419528276E-2
5.670407167E0,5.064570904E-2,-6.530460119E-1,-1.405842006E-1
5.680444167E0,2.108668089E-1,-6.908528209E-1,-3.046253324E-1
5.690481167E0,2.682022452E-1,-7.208244205E-1,-4.321618974E-1
5.700518167E0,2.294604182E-1,-7.489420772E-1,-5.222517848E-1
5.710555167E0,1.049716547E-1,-7.318987250E-1,-5.668957233E-1
5.720592167E0,-8.619084954E-2,-5.951957107E-1,-5.406523943E-1
5.730629167E0,-3.011904061E-1,-3.116617799E-1,-4.317715764E-1
5.740666167E0,-4.999796748E-1,-1.062071417E-2,-2.876191735E-1
5.750704167E0,-6.845394373E-1,2.088347673E-1,-1.781017631E-1
5.760741167E0,-8.338000178E-1,2.752854228E-1,-1.008711532E-1
5.770778167E0,-9.401372671E-1,1.862260699E-1,-5.422748998E-2
5.780815167E0,-9.963321090E-1,7.771073724E-4,-5.779053271E-2
5.790852167E0,-1.017538071E0,-1.973500550E-1,-9.884644300E-2
5.800889167E0,-1.014496803E0,-3.393905461E-1,-1.639620662E-1
5.810926167E0,-9.892030954E-1,-4.169918299E-1,-2.515934110E-1
5.820963167E0,-9.503731132E-1,-4.299278557E-1,-3.468538523E-1
5.831001167E0,-9.137969017E-1,-3.654579520E-1,-4.301532805E-1
5.841038167E0,-8.866150975E-1,-2.540017366E-1,-4.862937629E-1
5.851075167E0,-8.793771267E-1,-1.111954227E-1,-5.191629529E-1
5.861112167E0,-9.077739120E-1,1.101809833E-2,-5.342875719E-1
5.871149167E0,-9.770763516E-1,7.155822217E-2,-5.276758671E-1
5.881186167E0,-1.076214552E0,5.261195824E-2,-4.946364164E-1
5.891223167E0,-1.178390265E0,-1.483995561E-2,-4.542386532E-1
5.901260167E0,-1.247196198E0,-9.136082977E-2,-4.226777852E-1
5.911297167E0,-1.285144925E0,-1.701671779E-1,-4.180861413E-1
5.921335167E0,-1.323969364E0,-2.101271152E-1,-4.382918179E-1
5.931372167E0,-1.357057691E0,-2.069061399E-1,-4.670564532E-1
5.941409167E0,-1.371877909E0,-1.853798032E-1,-4.926313460E-1
5.951446167E0,-1.369610548E0,-1.678131372E-1,-5.137231946E-1
5.961483167E0,-1.364591002E0,-1.536003798E-1,-5.322254896E-1
5.971520167E0,-1.359342217E0,-1.317045540E-1,-5.294515491E-1
5.981557167E0,-1.351946950E0,-9.652739763E-2,-4.971335530E-1
5.991594167E0,-1.349468231E0,-1.024779528E-1,-4.455459118E-1
6.001632167E0,-1.362365127E0,-1.490177512E-1,-4.136367142E-1
6.011669167E0,-1.401247263E0,-2.089899182E-1,-4.058027565E-1
6.021706167E0,-1.455697179E0,-2.515648007E-1,-4.125597179E-1
6.031743167E0,-1.494122148E0,-2.775987089E-1,-4.169341326E-1
6.041780167E0,-1.531152844E0,-3.014768660E-1,-4.225115776E-1
6.051817167E0,-1.576664567E0,-3.249611855E-1,-4.263910949E-1
6.061854167E0,-1.633030891E0,-3.242993951E-1,-4.440614283E-1
6.071891167E0,-1.696446776E0,-2.798676193E-1,-4.569001198E-1
6.081929167E0,-1.731029987E0,-2.400309741E-1,-4.217173457E-1
6.091966167E0,-1.709132075E0,-2.303016782E-1,-3.863220513E-1
6.102003167E0,-1.656672835E0,-2.368200272E-1,-4.162442684E-1
6.112040167E0,-1.608584046E0,-2.042367458E-1,-4.772255421E-1
6.122077167E0,-1.580825448E0,-1.147931442E-1,-5.057682395E-1
6.132114167E0,-1.589709282E0,1.012857631E-2,-5.131950378E-1
6.142151167E0,-1.608508587E0,1.310419589E-1,-4.821627736E-1
6.152188167E0,-1.608492374E0,2.169197947E-1,-4.392718673E-1
6.162225167E0,-1.585646749E0,2.326774597E-1,-3.851798475E-1
6.172263167E0,-1.554527998E0,1.852003187E-1,-3.415827453E-1
6.182300167E0,-1.523523211E0,7.066255063E-2,-3.107058108E-1
6.192337167E0,-1.491905332E0,-6.823734939E-2,-2.879425287E-1
6.202374167E0,-1.465992808E0,-2.037054300E-1,-2.865701914E-1
6.212411167E0,-1.437237263E0,-3.069890141E-1,-2.906555831E-1
6.222448167E0,-1.416268587E0,-3.439337015E-1,-2.742592990E-1
6.232485167E0,-1.390410662E0,-3.053166866E-1,-2.456106246E-1
6.242522167E0,-1.364528656E0,-2.082814872E-1,-2.220941186E-1
6.252560167E0,-1.346598744E0,-9.304433316E-2,-2.059848011E-1
6.262597167E0,-1.332760692E0,-3.826839849E-3,-2.051858455E-1
6.272634167E0,-1.347722769E0,4.669608921E-2,-2.046102583E-1
6.282671167E0,-1.380183816E0,2.691759355E-2,-2.005920708E-1
6.292708167E0,-1.392707348E0,-4.883145168E-2,-1.980769187E-1
6.302745167E0,-1.374079823E0,-1.224303097E-1,-2.016111910E-1
6.312782167E0,-1.327165127E0,-1.656796783E-1,-2.090733051E-1
6.322819167E0,-1.249952912E0,-1.533857286E-1,-2.197134346E-1
6.332856167E0,-1.178572178E0,-6.651964039E-2,-2.419740558E-1
6.342894167E0,-1.140700698E0,9.311956167E-2,-2.516160309E-1
6.352931167E0,-1.136438131E0,2.504162788E-1,-2.406925261E-1
6.362968167E0,-1.130503297E0,3.400414884E-1,-2.158473581E-1
6.373005167E0,-1.092664719E0,3.173071146E-1,-1.794261485E-1
6.383042167E0,-1.030513167E0,1.918932796E-1,-1.445129067E-1
6.393079167E0,-9.496868253E-1,3.124381602E-2,-1.028039902E-1
6.403116167E0,-8.727052212E-1,-1.472564191E-1,-6.537751853E-2
6.413153167E0,-8.087866306E-1,-2.742699683E-1,-2.972544543E-2
6.423191167E0,-7.506434321E-1,-1.910717636E-1,7.028025389E-2
6.433228167E0,-6.682355404E-1,1.417859197E-1,1.396132112E-1
6.443265167E0,-4.887531102E-1,8.637598157E-1,1.248643696E-1
6.453302167E0,-2.579742074E-1,1.537241817E0,4.720017314E-2
6.463339167E0,8.567051589E-2,1.810035706E0,-6.306827813E-2
6.473376167E0,4.456687272E-1,1.812289596E0,-1.466548294E-1
6.483413167E0,7.494531274E-1,1.458709240E0,-2.162629366E-1
6.493450167E0,1.039635062E0,8.045871854E-1,-2.656791806E-1
6.503488167E0,1.219546556E0,-9.927799925E-3,-3.092096150E-1
6.513525167E0,1.285496354E0,-7.127606273E-1,-3.240411580E-1
6.523562167E0,1.240144491E0,-1.095386982E0,-2.199957222E-1
6.533599167E0,1.052668095E0,-1.159097314E0,-5.208392069E-2
6.543636167E0,7.411454320E-1,-1.030188560E0,1.390338391E-1
6.553673167E0,4.434176087E-1,-8.048827052E-1,2.754660249E-1
6.563710167E0,2.451245040E-1,-4.735710919E-1,3.080239892E-1
6.573747167E0,1.395833790E-1,-1.322177500E-1,3.284133673E-1
6.583784167E0,1.221601889E-1,1.419826448E-1,4.094333649E-1
6.593822167E0,2.010071576E-1,3.100761473E-1,4.952143729E-1
6.603859167E0,3.920945525E-1,3.795694709E-1,5.329697132E-1
6.613896167E0,6.565842628E-1,4.045756161E-1,5.232138634E-1
6.623933167E0,9.157705903E-1,3.746749759E-1,3.901373148E-1
6.633970167E0,1.134860396E0,2.666639686E-1,2.809663415E-1
6.644006917E0,1.296769619E0,7.412859052E-2,1.953406632E-1
6.654043917E0,1.394860625E0,-1.293060035E-1,1.180634797E-1
6.664080917E0,1.441954970E0,-2.652446330E-1,8.129587770E-2
6.674118917E0,1.444707274E0,-3.183526993E-1,1.260400265E-1
6.684155917E0,1.414637804E0,-3.600367606E-1,2.380855978E-1
6.694192917E0,1.363636613E0,-4.381079078E-1,3.624506593E-1
6.704229917E0,1.285052419E0,-5.209125280E-1,4.629338384E-1
6.714266917E0,1.196789145E0,-5.398949981E-1,5.558040738E-1
6.724303917E0,1.115746737E0,-4.600436091E-1,6.257506609E-1
6.734340917E0,1.062045693E0,-3.228738606E-1,6.748895645E-1
6.744377917E0,1.028792143E0,-1.936572790E-1,6.980748177E-1
6.754414917E0,1.028317213E0,-1.005378142E-1,7.106652856E-1
6.764452917E0,1.085351825E0,-5.436019972E-2,6.857162714E-1
6.774489917E0,1.193980098E0,-5.275555328E-2,6.316366196E-1
6.784526917E0,1.328549623E0,-5.402082205E-2,5.834941268E-1
6.794563917E0,1.444268703E0,-4.655665532E-2,5.492612720E-1
6.804600917E0,1.531581163E0,-4.722377658E-2,5.236241221E-1
6.814637917E0,1.572392702E0,-7.455153018E-2,5.055070519E-1
6.824674917E0,1.557484031E0,-1.303128004E-1,5.075933337E-1
6.834711917E0,1.489123464E0,-1.996031255E-1,5.086249113E-1
6.844749917E0,1.407170177E0,-2.573945224E-1,5.299969912E-1
6.854786917E0,1.337779403E0,-2.996785641E-1,5.593243837E-1
6.864823917E0,1.288406730E0,-3.131440580E-1,5.858476162E-1
6.874860917E0,1.269490719E0,-3.354641199E-1,6.081029773E-1
6.884897917E0,1.284550071E0,-3.829056919E-1,6.216888428E-1
6.894934917E0,1.303930998E0,-4.271045029E-1,6.181593537E-1
6.904971917E0,1.327026963E0,-4.467660785E-1,6.096566319E-1
6.915008917E0,1.350468636E0,-4.309200048E-1,6.035715938E-1
6.925046917E0,1.359650731E0,-4.271146059E-1,5.949419141E-1
6.935083917E0,1.372232795E0,-4.564831853E-1,5.908545852E-1
6.945120917E0,1.397820950E0,-4.895303249E-1,5.660930276E-1
6.955157917E0,1.438465714E0,-4.921981990E-1,5.215427279E-1
6.965194917E0,1.482336521E0,-4.376630485E-1,4.757720232E-1
6.975231917E0,1.515507817E0,-3.382297456E-1,4.218994975E-1
6.985268917E0,1.528138638E0,-2.483586967E-1,3.738200963E-1
6.995305917E0,1.502768517E0,-2.011153549E-1,3.176593781E-1
7.005342917E0,1.459131837E0,-1.858583689E-1,2.753707767E-1
7.015380917E0,1.407943130E0,-1.814995855E-1,2.458767444E-1
7.025417917E0,1.353251100E0,-1.573886573E-1,2.303670347E-1
7.035454917E0,1.306907892E0,-1.491792053E-1,2.165590674E-1
7.045491917E0,1.288081169E0,-1.640327126E-1,1.955001205E-1
7.055528917E0,1.293082237E0,-2.003965676E-1,1.550418586E-1
7.065565917E0,1.301142335E0,-2.348413616E-1,1.145705953E-1
7.075602917E0,1.297700763E0,-2.620703280E-1,8.184994012E-2
7.085639917E0,1.285415053E0,-2.831239402E-1,5.175274983E-2
7.095677917E0,1.276789546E0,-2.825186551E-1,2.328526229E-2
7.105714917E0,1.273519158E0,-2.465521395E-1,1.158655155E-3
7.115751917E0,1.276251197E0,-1.688359082E-1,-9.658514522E-3
7.125788917E0,1.281150579E0,-5.222434178E-2,-5.553252064E-3
7.135825917E0,1.287891746E0,6.167608500E-2,7.518632337E-4
7.145862917E0,1.280109167E0,1.514693648E-1,-5.671681836E-3
7.155899917E0,1.250080585E0,2.359396368E-1,-2.664871886E-2
7.165936917E0,1.198787332E0,2.920772135E-1,-3.401874751E-2
7.175973917E0,1.137280941E0,2.992152572E-1,-2.786221169E-2
7.186011917E0,1.092722058E0,2.598388493E-1,-6.281550974E-3
7.196048917E0,1.091789722E0,1.819247007E-1,1.835868880E-2
7.206085917E0,1.115488172E0,9.477648884E-2,3.315148503E-2
7.216122917E0,1.141105652E0,3.644364700E-2,2.800296806E-2
7.226159917E0,1.145725965E0,2.759449743E-2,8.205563761E-3
7.236196917E0,1.131501675E0,4.924654216E-2,-1.932243444E-2
7.246233917E0,1.094181538E0,8.986694366E-2,-3.602578118E-2
7.256270917E0,1.017385244E0,1.552517116E-1,-3.737708926E-2
7.266308917E0,9.155691862E-1,2.355811745E-1,-3.552991897E-2
7.276345917E0,8.034880161E-1,2.824716866E-1,-2.233267017E-2
7.286382917E0,6.926392317E-1,3.014957309E-1,-1.563743106E-3
7.296419917E0,6.250665188E-1,2.884442210E-1,2.947880700E-2
7.306456917E0,5.969773531E-1,2.174686044E-1,4.463778809E-2
7.316493917E0,5.614609122E-1,1.056411937E-1,2.638538927E-2
7.326530917E0,4.957322478E-1,3.472787142E-2,-5.407935753E-2
7.336567917E0,3.393462300E-1,1.214283183E-1,-2.116747200E-1
7.346604917E0,8.237969130E-2,3.746941388E-1,-3.127201200E-1
7.356642917E0,-1.812904030E-1,8.653272986E-1,-2.960384190E-1
7.366679917E0,-4.468152821E-1,1.232034802E0,-1.319948882E-1
7.376716917E0,-6.886680126E-1,1.549652576E0,1.033021286E-1
7.386753917E0,-8.940927982E-1,1.903625846E0,3.091988266E-1
7.396790917E0,-1.062843442E0,1.988915086E0,4.061040282E-1
7.406827917E0,-1.095833063E0,1.593618035E0,3.740843236E-1
7.416864917E0,-9.075644612E-1,7.872638106E-1,2.768167853E-1
7.426901917E0,-6.092081070E-1,-7.706379890E-2,2.175084352E-1
7.436939917E0,-3.306291103E-1,-7.825275660E-1,1.142412797E-1
7.446976917E0,-9.306314588E-2,-1.297356248E0,-7.497205585E-2
7.457013917E0,1.111480370E-1,-1.589271665E0,-2.682162225E-1
7.467050917E0,2.257467955E-1,-1.657554626E0,-3.928100765E-1
7.477087917E0,2.458346039E-1,-1.544648647E0,-4.346926212E-1
7.487124917E0,1.712948531E-1,-1.298387766E0,-4.149772227E-1
7.497161917E0,-2.561259782E-3,-9.089033604E-1,-3.617258370E-1
7.507198917E0,-2.279275507E-1,-3.855890036E-1,-2.796613276E-1
7.517235917E0,-4.553067386E-1,1.811101437E-1,-1.941659302E-1
7.527273917E0,-6.451650858E-1,6.974270344E-1,-1.302220970E-1
7.537310917E0,-7.655344605E-1,1.075429201E0,-9.273079038E-2
7.547347917E0,-8.062270284E-1,1.250475049E0,-5.685481057E-2
7.557384917E0,-7.939717770E-1,1.232311726E0,-7.554893941E-2
7.567421917E0,-7.634152174E-1,1.024604321E0,-1.642963886E-1
7.577458917E0,-7.165864706E-1,6.427421570E-1,-2.729679942E-1
7.587495917E0,-6.406480074E-1,2.001282573E-1,-3.522028923E-1
7.597532917E0,-5.365284085E-1,-1.844198406E-1,-3.943655789E-1
7.607570917E0,-4.386180937E-1,-4.978265166E-1,-3.926992416E-1
7.617607917E0,-3.780335188E-1,-7.198513746E-1,-3.860269785E-1
7.627644917E0,-3.301392496E-1,-8.224217296E-1,-3.631648123E-1
7.637681417E0,-2.791133523E-1,-8.167756796E-1,-3.211548626E-1
7.647718417E0,-2.430128604E-1,-7.636831403E-1,-2.939519882E-1
7.657755417E0,-2.613173425E-1,-6.831162572E-1,-2.750472426E-1
7.667792417E0,-3.272041976E-1,-5.289554000E-1,-2.582911849E-1
7.677829417E0,-4.195181131E-1,-3.455171287E-1,-2.456515133E-1
7.687867417E0,-5.110245943E-1,-1.970094144E-1,-2.370505631E-1
7.697904417E0,-6.007509232E-1,-8.185096830E-2,-2.427062392E-1
7.707941417E0,-6.818646789E-1,3.674971685E-2,-2.580375373E-1
7.717978417E0,-7.400572300E-1,1.524963975E-1,-2.870844901E-1
