"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
7.622515417E-1,-4.129626751E-1,-3.704185009E0,-2.594631910E-1
7.722895417E-1,-3.052942455E-1,-3.874746084E0,-3.283087611E-1
7.823265417E-1,-1.811456829E-1,-3.961085320E0,-3.878852725E-1
7.923635417E-1,-7.917387038E-2,-3.927580118E0,-4.362804592E-1
8.024005417E-1,-7.756505162E-2,-3.851926565E0,-4.685598314E-1
8.124375417E-1,-4.294114187E-2,-3.671899557E0,-4.590579867E-1
8.224745417E-1,4.029382765E-2,-3.485012531E0,-4.753860831E-1
8.325115417E-1,3.483471274E-2,-3.391212463E0,-4.341064394E-1
8.425495417E-1,-9.946078062E-3,-3.174689770E0,-3.948855400E-1
8.525865417E-1,-6.218778342E-2,-2.993033886E0,-3.742275536E-1
8.626235417E-1,-9.419444948E-2,-2.923410892E0,-3.377004266E-1
8.726605417E-1,-1.441652924E-1,-2.914372683E0,-2.791984677E-1
8.826975417E-1,-2.248257846E-1,-2.846346617E0,-1.854828745E-1
8.927345417E-1,-3.138549924E-1,-2.695355892E0,-1.417041570E-1
9.027715417E-1,-4.304910600E-1,-2.489887238E0,-6.399285048E-2
9.128085417E-1,-5.552673340E-1,-2.349313736E0,-1.464875042E-2
9.228465417E-1,-5.778770447E-1,-2.351481199E0,-2.353252284E-2
9.328835417E-1,-5.673117042E-1,-2.414493084E0,1.477907598E-2
9.429205417E-1,-5.120577812E-1,-2.396354198E0,6.900157034E-2
9.529575417E-1,-4.067715704E-1,-2.216023684E0,1.211084500E-1
9.629945417E-1,-3.414894938E-1,-2.046380043E0,1.751900613E-1
9.730315417E-1,-2.952146232E-1,-1.745029449E0,1.748704761E-1
9.830685417E-1,-2.514711618E-1,-1.401680589E0,1.611810327E-1
9.931065417E-1,-2.280685306E-1,-1.072086096E0,9.327811003E-2
1.003143542E0,-2.970422804E-1,-7.407252192E-1,-3.051087260E-3
1.013180542E0,-3.048484623E-1,-3.894353211E-1,-6.886767596E-2
1.023217542E0,-2.013441622E-1,-1.558175236E-1,-7.003840059E-2
1.033254542E0,-2.637021057E-2,1.706807502E-2,-3.811420873E-2
1.043291542E0,6.542816013E-2,4.283424318E-1,-4.527484067E-3
1.053328542E0,1.147712991E-1,8.788203597E-1,2.112955600E-2
1.063365542E0,1.466514617E-1,1.277374744E0,2.699197270E-2
1.073403542E0,1.872606128E-1,1.590667129E0,1.819636673E-2
1.083440542E0,2.221946269E-1,1.812412858E0,-2.205251902E-2
1.093477542E0,2.357040942E-1,1.938979030E0,-7.965262234E-2
1.103514542E0,2.748352587E-1,1.888499975E0,-1.260331720E-1
1.113551542E0,3.158544302E-1,1.667834163E0,-1.112566516E-1
1.123588542E0,2.653531730E-1,1.269930243E0,-4.206319898E-2
1.133625542E0,1.435287297E-1,7.627146244E-1,6.187296286E-2
1.143662542E0,1.124205627E-2,2.343580872E-1,6.435555965E-2
1.153700542E0,-5.208527297E-2,-2.266841829E-1,1.418374013E-2
1.163737542E0,-4.592218995E-2,-5.493820906E-1,-2.585824113E-4
1.173774542E0,-1.218016818E-2,-6.842605472E-1,8.507648483E-3
1.183811542E0,1.096882671E-2,-6.540672183E-1,6.846634205E-3
1.193848542E0,1.832086593E-2,-5.187019110E-1,-8.277434390E-4
1.203885542E0,8.975300938E-3,-3.420027792E-1,-1.086999103E-2
1.213922542E0,-1.257035765E-3,-1.687012464E-1,-1.788602024E-2
1.223960542E0,-1.499921270E-2,-2.257333696E-2,-2.156144939E-2
1.233997542E0,-2.831325680E-2,9.475051612E-2,-2.667255513E-2
1.244034542E0,-3.693737090E-2,1.806118935E-1,-1.953901164E-2
1.254071542E0,-4.152669385E-2,2.367567718E-1,-2.029138803E-2
1.264108542E0,-4.831988364E-2,2.925513089E-1,-1.403988339E-2
1.274145542E0,-6.138983369E-2,3.371008635E-1,-8.468834683E-3
1.284182542E0,-6.993085891E-2,3.553325832E-1,-3.062350908E-3
1.294219542E0,-7.896925509E-2,3.270616233E-1,-1.447711140E-3
1.304257542E0,-8.424524218E-2,2.393781245E-1,-8.151419461E-3
1.314294542E0,-8.817107230E-2,1.143932641E-1,-1.537877694E-2
1.324331542E0,-8.386846632E-2,-3.250909224E-2,-2.220738679E-2
1.334368542E0,-7.882743329E-2,-1.569093764E-1,-2.802300081E-2
1.344405542E0,-7.796030492E-2,-2.202084661E-1,-2.449857444E-2
1.354442542E0,-7.052287459E-2,-2.098256201E-1,-2.197958156E-2
1.364479542E0,-6.317947805E-2,-1.458378434E-1,-1.945197582E-2
1.374517542E0,-5.194473267E-2,-5.535896122E-2,-2.310518920E-2
1.384554542E0,-3.868725151E-2,1.622094959E-2,-2.362370677E-2
1.394591542E0,-1.734312251E-2,7.670287043E-2,-2.733365260E-2
1.404628542E0,2.046821639E-3,1.313615888E-1,-2.910811827E-2
1.414665542E0,2.252780274E-2,1.925090551E-1,-3.130529448E-2
1.424702542E0,2.293526381E-2,2.518703640E-1,-7.120062597E-3
1.434739542E0,4.120915197E-3,2.752709091E-1,1.825326495E-2
1.444776542E0,-1.571377553E-2,2.466112971E-1,3.634811193E-2
1.454814542E0,-3.091389313E-2,2.124738991E-1,3.718278930E-2
1.464851542E0,-4.437537491E-2,1.828470379E-1,2.864389867E-2
1.474888542E0,-5.162052065E-2,1.632254273E-1,1.436066069E-2
1.484925542E0,-5.658332258E-2,1.385032982E-1,4.652904812E-3
1.494962542E0,-6.241177395E-2,1.030429527E-1,9.397988208E-3
1.504999542E0,-5.445531383E-2,6.299806386E-2,8.296770975E-3
1.515036542E0,-3.615722433E-2,1.842826046E-2,1.294494793E-2
1.525073542E0,-3.755075159E-3,4.237606656E-3,2.510174550E-2
1.535111542E0,3.414343297E-2,-1.995451562E-2,3.721543029E-2
1.545148542E0,1.820068620E-2,-6.353128701E-2,2.138959616E-2
1.555185542E0,-5.990080535E-2,-4.581942409E-2,-2.953178249E-3
1.565222542E0,-9.928868711E-2,2.174736746E-2,-1.736460812E-2
1.575259542E0,-6.790810078E-2,1.117774174E-1,-7.836464792E-3
1.585296542E0,-5.190657452E-3,1.912309527E-1,9.307635017E-3
1.595333542E0,4.031639174E-2,2.278093547E-1,1.316026039E-2
1.605370542E0,5.023986101E-2,1.918343157E-1,-1.539323828E-3
1.615408542E0,2.713646740E-2,9.433256835E-2,-2.486295253E-2
1.625445542E0,3.666028846E-3,-6.502435077E-3,-4.847160727E-2
1.635482583E0,2.535820007E-3,-1.080370843E-1,-6.295034289E-2
1.645519583E0,1.130241342E-2,-1.864741147E-1,-7.286982238E-2
1.655556583E0,3.295977041E-2,-2.202123702E-1,-7.534389198E-2
1.665593583E0,3.083829768E-2,-2.055684328E-1,-6.535437703E-2
1.675630583E0,4.116593860E-3,-1.445290744E-1,-5.097434670E-2
1.685668583E0,-3.793418780E-2,-5.028699711E-2,-4.668213055E-2
1.695705583E0,-6.448084116E-2,5.328397453E-2,-5.686677620E-2
1.705742583E0,-7.946778089E-2,1.368939131E-1,-5.870382115E-2
1.715779583E0,-7.405234128E-2,1.937203258E-1,-5.720655620E-2
1.725816583E0,-6.679949164E-2,2.211873680E-1,-4.402151331E-2
1.735853583E0,-7.371174544E-2,2.195735276E-1,-2.916844189E-2
1.745890583E0,-8.265144378E-2,2.105512619E-1,-1.433836110E-2
1.755927583E0,-1.067515984E-1,2.215992212E-1,3.781402484E-4
1.765965583E0,-1.411369890E-1,2.206039876E-1,1.864209957E-2
1.776002583E0,-1.586420685E-1,1.977864653E-1,3.354927152E-2
1.786039583E0,-1.596809775E-1,1.331129372E-1,4.135153443E-2
1.796076583E0,-1.408626735E-1,3.113028407E-2,3.472944349E-2
1.806113583E0,-1.115394086E-1,-6.961896271E-2,1.820266247E-2
1.816150583E0,-8.336005360E-2,-1.425417662E-1,1.583683537E-3
1.826187583E0,-5.181091279E-2,-1.678375453E-1,-1.610955968E-2
1.836224583E0,-2.665953152E-2,-1.422423422E-1,-3.055505641E-2
1.846262583E0,-1.241694577E-2,-6.827196479E-2,-3.079980053E-2
1.856299583E0,-1.439950150E-2,3.164450079E-2,-2.399370819E-2
1.866336583E0,-2.326969244E-2,1.248908341E-1,-1.699438877E-2
1.876373583E0,-2.861986123E-2,1.676365137E-1,-3.140751971E-3
1.886410583E0,-3.012800775E-2,1.486814767E-1,7.519615348E-3
1.896447583E0,-2.799669094E-2,9.356021881E-2,1.978969201E-2
1.906484583E0,-1.569342054E-2,3.120789863E-2,2.843803912E-2
1.916522583E0,2.415183699E-3,-1.703703776E-2,3.646181896E-2
1.926559583E0,1.536693517E-2,-5.167410895E-2,4.122222215E-2
1.936596583E0,2.710946649E-2,-6.550034881E-2,3.957066685E-2
1.946633583E0,3.110074811E-2,-6.504734606E-2,2.887408063E-2
1.956670583E0,3.966553137E-2,-6.533572078E-2,1.706835628E-2
1.966707583E0,5.179543048E-2,-6.382065266E-2,3.117652377E-3
1.976744583E0,5.679537728E-2,-5.984542146E-2,-6.908395328E-3
1.986781583E0,6.118959188E-2,-4.898345470E-2,-1.273885369E-2
1.996819583E0,6.314076483E-2,-3.130281717E-2,-1.458696090E-2
2.006856583E0,5.524982139E-2,-1.150700916E-2,-1.326869614E-2
2.016893583E0,4.846974090E-2,7.613202091E-3,-7.994501851E-3
2.026930583E0,4.174126312E-2,2.805456147E-2,-3.989906982E-3
2.036967583E0,3.106659465E-2,5.023498833E-2,4.461611621E-3
2.047004583E0,9.828686714E-3,6.810560077E-2,1.262020599E-2
2.057041583E0,-8.331578225E-3,6.019948050E-2,1.564357243E-2
2.067078583E0,-1.738499478E-2,3.392286971E-2,2.201012522E-2
2.077116583E0,-1.213448308E-2,4.937523976E-3,2.052848600E-2
2.087153583E0,6.380374543E-4,-1.541754976E-2,1.903631538E-2
2.097190583E0,1.264918223E-2,-3.209204599E-2,2.024564520E-2
2.107227583E0,2.528481558E-2,-4.384297878E-2,1.787489839E-2
2.117264583E0,3.484134376E-2,-4.048930109E-2,1.478278544E-2
2.127301583E0,3.959402069E-2,-2.960576117E-2,9.329962544E-3
2.137338583E0,4.080471769E-2,-1.757271402E-2,4.209223203E-3
2.147375583E0,3.833783045E-2,-4.557048436E-3,4.333326593E-3
2.157413583E0,3.662616387E-2,1.702176174E-3,8.522683755E-3
2.167450583E0,3.253182024E-2,9.312158450E-3,1.207134593E-2
2.177487583E0,2.675404027E-2,2.121718042E-2,1.636898518E-2
2.187524583E0,2.454121970E-2,3.466081619E-2,1.759031042E-2
2.197561583E0,2.220346406E-2,4.380609095E-2,1.194718014E-2
2.207598583E0,2.425303310E-2,4.833745956E-2,1.111281198E-2
2.217635583E0,2.643519826E-2,4.740186408E-2,1.337605529E-2
2.227672583E0,2.186335064E-2,4.182813689E-2,1.260640286E-2
2.237710583E0,2.139898390E-2,3.418653458E-2,1.209318824E-2
2.247747583E0,1.662899554E-2,2.536321431E-2,1.242848020E-2
2.257784583E0,1.856002398E-2,9.386782534E-3,1.519977674E-2
2.267821583E0,1.575198583E-2,-1.228655409E-2,1.537314989E-2
2.277858583E0,1.304754615E-2,-2.412110940E-2,1.482267492E-2
2.287895583E0,1.695821993E-3,-2.660290897E-2,1.355927065E-2
2.297932583E0,-4.287235439E-3,-1.699635386E-2,1.650872082E-2
2.307970583E0,-1.322720107E-2,-7.430013735E-3,1.562455110E-2
2.318007583E0,-2.417943254E-2,7.879149169E-3,1.189123932E-2
2.328044583E0,-3.480704129E-2,8.948408067E-3,1.032077335E-2
2.338081583E0,-3.780285269E-2,1.148588676E-2,6.779395510E-3
2.348118583E0,-4.117041826E-2,2.358862013E-2,2.507685218E-3
2.358155583E0,-4.687863588E-2,3.407348692E-2,3.504772671E-3
2.368192583E0,-4.538433999E-2,3.795957193E-2,1.084432006E-4
2.378229583E0,-5.119679123E-2,2.661759034E-2,4.232632928E-4
2.388267583E0,-5.158268288E-2,1.063649449E-2,-2.025779570E-3
2.398304583E0,-4.891006276E-2,-6.644684821E-3,-2.757729962E-4
2.408341583E0,-4.826184735E-2,-2.459439076E-2,-3.178510815E-4
2.418378583E0,-4.279466346E-2,-4.069690779E-2,1.236997545E-3
2.428415583E0,-3.715355322E-2,-5.532538518E-2,5.039459094E-3
2.438452583E0,-3.103368729E-2,-5.477030948E-2,5.545030814E-3
2.448489583E0,-2.768103406E-2,-4.607348889E-2,6.215881091E-3
2.458526583E0,-2.557999454E-2,-2.793460898E-2,4.277972504E-3
2.468564583E0,-2.305025794E-2,-1.197641622E-2,6.630875170E-3
2.478601583E0,-2.066646144E-2,1.349325757E-2,3.788750386E-3
2.488638583E0,-2.533232048E-2,4.847387969E-2,4.220448434E-3
2.498675583E0,-3.265086934E-2,8.697985858E-2,-5.576460622E-3
2.508712583E0,-3.362984583E-2,9.521861374E-2,-9.090768173E-3
2.518749583E0,-3.079343028E-2,8.726561815E-2,-7.020479534E-3
2.528786583E0,-2.746314742E-2,8.223464340E-2,-9.448749945E-3
2.538823583E0,-2.815528400E-2,6.951349974E-2,-1.784472354E-2
2.548861583E0,-1.613430679E-2,3.850072622E-2,-2.483099513E-2
2.558898583E0,-3.118355293E-3,-6.392465439E-3,-3.291884065E-2
2.568935583E0,9.795579128E-3,-4.299601540E-2,-2.621859498E-2
2.578972583E0,2.219251357E-2,-4.543682933E-2,-2.683935314E-2
2.589009583E0,2.962299995E-2,-1.936874352E-2,-2.622389793E-2
2.599046583E0,2.357473597E-2,2.221817896E-2,-2.787675895E-2
2.609083583E0,1.115268841E-2,7.070422173E-2,-2.975562029E-2
2.619120583E0,8.410753682E-3,1.189843491E-1,-3.577251360E-2
2.629158583E0,1.527014654E-3,1.453203410E-1,-3.301747143E-2
2.639195417E0,3.894770518E-3,1.517180055E-1,-2.845315076E-2
2.649232417E0,-1.880826778E-3,1.348775029E-1,-2.956981398E-2
2.659269417E0,-5.220076535E-3,1.042849496E-1,-2.687481977E-2
2.669306417E0,-1.090299524E-2,7.209611684E-2,-1.915831119E-2
2.679343417E0,-2.369416133E-2,4.876113310E-2,-1.496045291E-2
2.689380417E0,-3.584909812E-2,3.230066597E-2,-1.127170771E-2
2.699417417E0,-4.949812591E-2,2.291697264E-2,-7.958005182E-3
2.709455417E0,-5.628652126E-2,1.609075814E-2,-6.004842930E-3
2.719492417E0,-6.193191186E-2,1.166982856E-2,-1.029518619E-2
2.729529417E0,-6.322114915E-2,1.222802699E-2,-1.302625798E-2
2.739566417E0,-6.264695525E-2,1.499689650E-2,-1.328281499E-2
2.749603417E0,-5.893610418E-2,2.099247091E-2,-1.136800274E-2
2.759640417E0,-6.244879216E-2,3.051521815E-2,-9.063577279E-3
2.769677417E0,-6.057925150E-2,4.599910602E-2,-8.744530380E-3
2.779714417E0,-6.039092317E-2,6.316217780E-2,-7.456463296E-3
2.789752417E0,-5.706223845E-2,7.672352344E-2,-4.969603382E-3
2.799789417E0,-5.196161568E-2,9.228605032E-2,-1.440072898E-3
2.809826417E0,-4.478679225E-2,9.731756151E-2,1.916459296E-4
2.819863417E0,-3.909456730E-2,1.034441814E-1,6.543113384E-3
2.829900417E0,-3.720904887E-2,1.081619710E-1,1.388598047E-2
2.839937417E0,-3.731756657E-2,1.153006405E-1,2.075964212E-2
2.849974417E0,-3.652687371E-2,1.123607755E-1,1.921234652E-2
2.860011417E0,-4.065464437E-2,1.098350734E-1,1.710049994E-2
2.870049417E0,-3.636242822E-2,1.010178775E-1,2.003983036E-2
2.880086417E0,-3.482897952E-2,7.762360573E-2,1.527889818E-2
2.890123417E0,-3.566015139E-2,6.572832912E-2,1.187804062E-2
2.900160417E0,-2.698455751E-2,6.132401526E-2,1.156429760E-2
2.910197417E0,-1.903555542E-2,6.376773119E-2,1.076614670E-2
2.920234417E0,-1.586774923E-2,7.193183899E-2,1.327671856E-2
2.930271417E0,-1.565389708E-2,8.104171604E-2,1.143061556E-2
2.940308417E0,-1.621852443E-2,8.713426441E-2,1.609426364E-2
2.950346417E0,-2.039888874E-2,9.657703340E-2,1.743756235E-2
2.960383417E0,-1.362001710E-2,1.041953191E-1,1.571270265E-2
2.970420417E0,-6.519497372E-3,1.093016639E-1,1.237735897E-2
2.980457417E0,8.695327677E-3,1.091738045E-1,1.207404956E-2
2.990494417E0,1.690345630E-2,1.003885716E-1,1.548076607E-2
3.000531417E0,2.407061681E-2,1.011393517E-1,1.563849300E-2
3.010568417E0,3.570010886E-2,9.712650627E-2,1.849287003E-2
3.020605417E0,4.491179809E-2,1.069358587E-1,1.522283256E-2
3.030643417E0,5.430902913E-2,1.167549342E-1,1.825777069E-2
3.040680417E0,5.935141444E-2,1.320021600E-1,1.946580224E-2
3.050717417E0,6.313389540E-2,1.402520984E-1,1.565748267E-2
3.060754417E0,6.256617606E-2,1.574022770E-1,1.506810449E-2
3.070791417E0,6.108225510E-2,1.739434302E-1,1.546491496E-2
3.080828417E0,5.226324871E-2,2.010006160E-1,1.484073792E-2
3.090865417E0,4.090886191E-2,2.246843725E-1,6.965237670E-3
3.100902417E0,2.088737860E-2,2.351317406E-1,3.331307322E-3
3.110940417E0,-1.923661330E-3,2.284738421E-1,-1.738552470E-3
3.120977417E0,-1.665387675E-2,2.121195346E-1,-9.181909263E-3
3.131014417E0,-1.057521254E-2,1.809344441E-1,-6.389318965E-3
3.141051417E0,2.496744320E-2,1.575065553E-1,-7.110715844E-3
3.151088417E0,8.281343430E-2,1.608805209E-1,-1.065564901E-2
3.161125417E0,1.346797794E-1,2.211630940E-1,-1.924513094E-2
3.171162417E0,1.603838056E-1,3.448157907E-1,-2.721464075E-2
3.181199417E0,1.469606161E-1,4.932675362E-1,-3.153861687E-2
3.191237417E0,1.051143557E-1,6.033943295E-1,-1.516763493E-2
3.201274417E0,4.373141006E-2,6.343774796E-1,2.101780847E-2
3.211311417E0,-9.419424459E-3,5.529734492E-1,8.498613536E-2
3.221348417E0,-3.712866083E-2,3.847134411E-1,1.516054124E-1
3.231385417E0,-2.529410459E-2,1.616968662E-1,1.980370879E-1
3.241422417E0,3.198336437E-2,-4.789056629E-2,2.206573486E-1
3.251459417E0,1.077529564E-1,-1.690385491E-1,2.171917707E-1
3.261496417E0,1.824074835E-1,-1.605977714E-1,1.882817447E-1
3.271534417E0,2.550169826E-1,-3.689953312E-2,1.461619884E-1
3.281571417E0,3.258296549E-1,1.365148425E-1,1.233694926E-1
3.291608417E0,3.936598301E-1,2.956429720E-1,1.325451583E-1
3.301645417E0,4.289225340E-1,4.403254092E-1,1.370780170E-1
3.311682417E0,4.267928004E-1,5.562828779E-1,1.568727642E-1
3.321719417E0,4.034280181E-1,6.385331154E-1,2.111855447E-1
3.331756417E0,3.588941097E-1,6.655665636E-1,2.703915834E-1
3.341794417E0,3.176279664E-1,5.998762846E-1,3.273877800E-1
3.351831417E0,3.201044500E-1,4.374577999E-1,3.652818799E-1
3.361868417E0,3.661880493E-1,2.079962939E-1,3.925281763E-1
3.371905417E0,4.364590049E-1,-1.880117878E-2,4.245803654E-1
3.381942417E0,4.972952306E-1,-1.887850910E-1,4.517458379E-1
3.391979417E0,5.595557094E-1,-2.915788591E-1,4.591177106E-1
3.402016417E0,6.274923086E-1,-3.327244520E-1,4.604841173E-1
3.412053417E0,7.028430104E-1,-3.422985077E-1,4.543793797E-1
3.422091417E0,7.828810811E-1,-3.461726904E-1,4.428980052E-1
3.432128417E0,8.830636144E-1,-3.405896425E-1,4.186011851E-1
3.442165417E0,9.880949259E-1,-3.222804666E-1,3.860050440E-1
3.452202417E0,1.081403255E0,-2.566540539E-1,3.455604017E-1
3.462239417E0,1.141422033E0,-1.522115767E-1,2.974385619E-1
3.472276417E0,1.173012614E0,-1.551471464E-2,2.716133595E-1
3.482313417E0,1.191985726E0,1.660995185E-1,2.876214385E-1
3.492350417E0,1.197269797E0,3.329438865E-1,2.789230347E-1
3.502387417E0,1.219074368E0,4.360803366E-1,2.786284089E-1
3.512425417E0,1.261259913E0,4.391472340E-1,2.935346365E-1
3.522462417E0,1.300065398E0,3.346853256E-1,3.079139292E-1
3.532499417E0,1.318359137E0,1.897963285E-1,2.988895476E-1
3.542536417E0,1.314768791E0,6.836023927E-2,3.067031503E-1
3.552573417E0,1.304916143E0,-3.003743850E-2,3.234885335E-1
3.562610417E0,1.311323404E0,-1.068732962E-1,3.365276456E-1
3.572647417E0,1.328845143E0,-1.546077877E-1,3.512395024E-1
3.582684417E0,1.357901573E0,-1.713811755E-1,3.678487241E-1
3.592722417E0,1.386502028E0,-1.811994463E-1,3.801562488E-1
3.602759417E0,1.398175955E0,-1.629155129E-1,3.818507791E-1
3.612796417E0,1.396203876E0,-1.064399779E-1,3.879278302E-1
3.622833417E0,1.385373831E0,-3.448419273E-2,3.926811218E-1
3.632870417E0,1.377431989E0,3.945954144E-2,3.918789625E-1
3.642907417E0,1.388774037E0,1.160304323E-1,3.909342289E-1
3.652944417E0,1.418247461E0,1.956304610E-1,3.826153278E-1
3.662981417E0,1.442440033E0,2.835823596E-1,3.555025160E-1
3.673019417E0,1.441466451E0,3.770601153E-1,3.033759296E-1
3.683056417E0,1.416971922E0,4.526956081E-1,2.326515913E-1
3.693093417E0,1.372253776E0,4.825461805E-1,1.631476283E-1
3.703130417E0,1.318336606E0,4.482145905E-1,1.046794131E-1
3.713167417E0,1.249665976E0,3.543557227E-1,7.152518630E-2
3.723204417E0,1.157754779E0,2.351799607E-1,6.531552225E-2
3.733241417E0,1.054396152E0,1.317164153E-1,7.632450014E-2
3.743278417E0,9.653524756E-1,8.925097436E-2,8.585633337E-2
3.753316417E0,9.008216858E-1,1.085812673E-1,7.383003086E-2
3.763353417E0,8.443889022E-1,1.486930698E-1,3.686619923E-2
3.773390417E0,7.894604206E-1,1.743457019E-1,-2.716684341E-2
3.783427417E0,7.275080085E-1,1.763692945E-1,-7.711670548E-2
3.793464417E0,6.670516133E-1,1.610635668E-1,-1.035408601E-1
3.803501417E0,6.122562885E-1,1.617213637E-1,-1.197453514E-1
3.813538417E0,5.712460279E-1,3.084772527E-1,-2.445264310E-1
3.823575417E0,5.172348619E-1,5.226073861E-1,-3.968282342E-1
