"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.177385417E0,7.956853638E0,7.867639160E-1,4.932842102E0
4.187422417E0,8.097710724E0,9.265731812E-1,4.805756378E0
4.197460417E0,8.157586212E0,9.862989807E-1,4.536765747E0
4.207497417E0,8.199199677E0,9.657916260E-1,4.200564880E0
4.217534417E0,8.210875397E0,9.431886292E-1,3.954326935E0
4.227571417E0,8.076005859E0,9.693841553E-1,3.865711212E0
4.237608417E0,7.905211029E0,9.568103027E-1,3.802542572E0
4.247645417E0,7.821684723E0,8.843609619E-1,3.694167938E0
4.257682417E0,7.816445618E0,6.924600220E-1,3.469036102E0
4.267719417E0,7.951614532E0,5.005590820E-1,3.208128662E0
4.277756417E0,7.967182159E0,5.288502502E-1,3.188220062E0
4.287794417E0,8.063731384E0,8.554710388E-1,3.376229095E0
4.297831417E0,8.385711823E0,1.303489380E0,3.663332062E0
4.307868417E0,8.824299774E0,1.525028687E0,3.938459930E0
4.317905417E0,9.161847839E0,1.463207245E0,4.165687408E0
4.327942417E0,9.343270569E0,1.270557861E0,4.276906128E0
4.337979417E0,9.330696716E0,1.128952332E0,4.222718811E0
4.348016417E0,9.060059509E0,1.075363770E0,4.030219116E0
4.358053417E0,8.702752533E0,1.048719177E0,3.574267273E0
4.368091417E0,8.464298401E0,1.000818787E0,2.955304413E0
4.378128417E0,8.322992249E0,8.252339172E-1,2.374212799E0
4.388165417E0,8.299940186E0,7.355703735E-1,1.819915466E0
4.398202417E0,8.315058746E0,8.518785095E-1,1.396895142E0
4.408239417E0,8.375233612E0,1.036744080E0,1.208137665E0
4.418276417E0,8.423732758E0,1.123114471E0,1.241218872E0
4.428313417E0,8.347241821E0,1.156944122E0,1.489552460E0
4.438350417E0,8.256530457E0,1.216370544E0,1.831740875E0
4.448388417E0,8.279881897E0,1.266216888E0,2.170935516E0
4.458425417E0,8.378077698E0,1.360520782E0,2.542313232E0
4.468462417E0,8.475225677E0,1.453178101E0,2.899620209E0
4.478499417E0,8.615034943E0,1.454974365E0,3.119962006E0
4.488536417E0,8.751251678E0,1.380728760E0,3.137475586E0
4.498573417E0,8.879085846E0,1.242566071E0,3.054398346E0
4.508610417E0,9.045839081E0,1.136736145E0,2.850821686E0
4.518647417E0,9.219927063E0,1.160237274E0,2.506387939E0
4.528685417E0,9.352551270E0,1.272952881E0,2.112856293E0
4.538722417E0,9.384285278E0,1.447639618E0,1.777104492E0
4.548759417E0,9.323960724E0,1.743274841E0,1.526525574E0
4.558796417E0,9.292526093E0,2.014959869E0,1.420845337E0
4.568833417E0,9.237889709E0,2.114053802E0,1.443897400E0
4.578870417E0,9.023236084E0,1.973496094E0,1.697470093E0
4.588907417E0,8.879385223E0,1.670226746E0,2.091450806E0
4.598944417E0,9.018895111E0,1.410666504E0,2.259251862E0
4.608981417E0,9.203311615E0,1.284927979E0,2.096390533E0
4.619019417E0,9.377249908E0,1.209185486E0,1.749561768E0
4.629056417E0,9.380992126E0,1.215771790E0,1.384321289E0
4.639094417E0,9.327702942E0,1.363963623E0,1.059047699E0
4.649131417E0,9.304201813E0,1.653760986E0,9.309141541E-1
4.659168417E0,9.349557495E0,2.002984772E0,9.268725586E-1
4.669205417E0,9.458530884E0,2.376907196E0,9.993218994E-1
4.679242417E0,9.683662720E0,2.747237091E0,1.034349060E0
4.689279417E0,1.001178040E1,3.124302979E0,9.556127930E-1
4.699317417E0,1.044932053E1,3.331771545E0,8.934919739E-1
4.709354417E0,1.086844894E1,2.813848572E0,1.517693939E0
4.719391417E0,1.068972061E1,2.473456421E0,1.842967529E0
4.729428417E0,1.117561020E1,2.961441650E0,2.687211914E0
4.739465417E0,1.385863083E1,2.991229706E0,4.009562073E0
4.749502417E0,1.650782181E1,2.872825928E0,5.352269897E0
4.759539417E0,1.711406113E1,2.768642578E0,6.723119202E0
4.769576417E0,1.614123413E1,2.540067902E0,7.990832977E0
4.779614417E0,1.489432709E1,2.165097656E0,8.619076538E0
4.789651417E0,1.388587418E1,1.292113037E0,8.368198242E0
4.799688417E0,1.278087204E1,5.810916138E-1,8.137976990E0
4.809725417E0,1.144744492E1,3.749702454E-1,8.411158905E0
4.819762417E0,1.015054184E1,2.421963501E-1,8.185877380E0
4.829799417E0,9.200916595E0,-1.035845947E-1,6.862778778E0
4.839836417E0,8.501870270E0,-6.646179199E-1,4.887935486E0
4.849873417E0,7.831713867E0,-1.313069458E0,3.137774963E0
4.859910417E0,7.497608643E0,-1.981429596E0,1.999092865E0
4.869948417E0,7.138655090E0,-1.942510529E0,1.452279968E0
4.879985417E0,7.030879211E0,-1.249900818E0,1.505569153E0
4.890022417E0,7.406148834E0,-8.632548523E-1,1.953437805E0
4.900059417E0,7.674241333E0,-7.900570679E-1,2.587219849E0
4.910096417E0,7.792645111E0,-8.093669128E-1,3.397035828E0
4.920133417E0,7.904612274E0,-6.529421997E-1,4.104913788E0
4.930170417E0,8.054300995E0,-2.588117981E-1,4.464915161E0
4.940207417E0,8.133037262E0,2.908451843E-1,4.542603607E0
4.950245417E0,8.010142822E0,8.304730225E-1,4.503534851E0
4.960282417E0,7.787256317E0,1.170865173E0,4.385430450E0
4.970319417E0,7.610623627E0,1.309776306E0,4.186045074E0
4.980356417E0,7.442972260E0,1.244811401E0,4.010011139E0
4.990393417E0,7.108867035E0,1.078357544E0,3.871998138E0
5.000430417E0,6.799610138E0,7.671546936E-1,3.634292450E0
5.010467417E0,6.560108185E0,2.992277527E-1,3.284020844E0
5.020504417E0,6.420598297E0,-2.374063110E-1,2.894530792E0
5.030542417E0,6.400240631E0,-7.388635254E-1,2.562221832E0
5.040579417E0,6.493945770E0,-9.937834167E-1,2.339185638E0
5.050616417E0,6.747967529E0,-9.276210022E-1,2.327360229E0
5.060653417E0,7.376660156E0,-7.295828247E-1,2.526296539E0
5.070690417E0,8.109685822E0,-5.095404053E-1,2.962040405E0
5.080727417E0,8.736432495E0,-1.703457642E-1,3.434458008E0
5.090764417E0,9.178463287E0,1.881587219E-1,3.911815338E0
5.100801417E0,9.443112946E0,4.477189636E-1,4.324806519E0
5.110838417E0,9.547895050E0,4.703219604E-1,4.582869873E0
5.120876417E0,9.571545868E0,1.646575928E-1,4.640949097E0
5.130913417E0,9.659712524E0,-4.278103638E-1,4.591402130E0
5.140950417E0,9.684411163E0,-1.151106262E0,4.504283295E0
5.150987417E0,9.591005402E0,-1.702260132E0,4.402045898E0
5.161024417E0,9.391769714E0,-2.048789520E0,4.244723053E0
5.171061417E0,9.059460754E0,-2.238295441E0,4.057013397E0
5.181098417E0,8.643625488E0,-2.267185364E0,3.787124634E0
5.191135417E0,8.217761078E0,-2.207908630E0,3.297792206E0
5.201173417E0,7.798033905E0,-2.090552673E0,2.792592773E0
5.211210417E0,7.536378021E0,-1.899100800E0,2.406695251E0
5.221247417E0,7.531737671E0,-1.585353241E0,2.022294617E0
5.231284417E0,7.796836395E0,-1.283431091E0,1.649869080E0
5.241321417E0,8.106093292E0,-1.073268127E0,1.454076233E0
5.251358417E0,8.366851044E0,-9.198371887E-1,1.475332031E0
5.261395417E0,8.529562683E0,-7.858657837E-1,1.635798340E0
5.271432417E0,8.621022491E0,-7.209008789E-1,1.764231262E0
5.281470417E0,8.763376465E0,-7.262896729E-1,1.864971771E0
5.291507417E0,8.929081879E0,-7.915539551E-1,1.979932709E0
5.301544417E0,9.044491882E0,-8.075706482E-1,2.122286682E0
5.311581417E0,9.191336517E0,-7.447013855E-1,2.277064819E0
5.321618417E0,9.379495239E0,-6.821315002E-1,2.465522919E0
5.331655417E0,9.508377228E0,-6.113287354E-1,2.594105530E0
5.341692417E0,9.522298279E0,-5.387297058E-1,2.607427826E0
5.351729417E0,9.429940338E0,-4.096980286E-1,2.476150818E0
5.361766417E0,9.248667297E0,-2.287243652E-1,2.272274780E0
5.371804417E0,9.045839081E0,-3.323089600E-2,2.051783295E0
5.381841417E0,8.857231293E0,1.053808594E-1,1.960173798E0
5.391878417E0,8.714727631E0,1.550775146E-1,2.042053528E0
5.401915417E0,8.697513428E0,1.698966980E-1,2.194736023E0
5.411952417E0,8.864266663E0,1.788780212E-1,2.259551239E0
5.421989417E0,9.061406708E0,6.870712280E-2,2.226020966E0
5.432026417E0,9.136999512E0,-1.907034302E-1,2.127226410E0
5.442063417E0,9.137448578E0,-5.032534790E-1,2.006427612E0
5.452101417E0,9.137448578E0,-8.894503784E-1,1.898052979E0
5.462138417E0,9.116791534E0,-1.297352142E0,1.860032043E0
5.472175417E0,9.124275970E0,-1.693877563E0,1.951491852E0
5.482212417E0,9.215586090E0,-2.118843842E0,2.095193024E0
5.492249417E0,9.386380920E0,-2.543211365E0,2.201472015E0
5.502286417E0,9.595346375E0,-2.820584564E0,2.193538513E0
5.512323417E0,9.787995758E0,-2.887645111E0,2.037862244E0
5.522360417E0,9.939630432E0,-2.846031647E0,1.830393677E0
5.532398417E0,1.005878265E1,-2.778821411E0,1.705553284E0
5.542435417E0,1.014006363E1,-2.630779266E0,1.608405304E0
5.552472417E0,9.832453308E0,-2.309846649E0,1.714684296E0
5.562509417E0,9.182804260E0,-1.244512024E0,2.900218964E0
5.572546417E0,9.380692749E0,-1.106199646E-1,4.063000946E0
5.582583417E0,1.058463913E1,-1.327738953E-1,4.720134430E0
5.592620417E0,1.315524353E1,-4.061054993E-1,5.552703094E0
5.602657417E0,1.598076782E1,-2.380050659E-1,6.242768097E0
5.612694417E0,1.855870697E1,6.017486572E-1,7.489525452E0
5.622732417E0,1.899100800E1,6.463558960E-1,9.160350952E0
5.632769167E0,1.714729202E1,4.595443726E-2,9.653874664E0
5.642806167E0,1.414259033E1,-2.694396973E-2,8.546477509E0
5.652843167E0,1.114207993E1,-4.730163574E-2,7.306605835E0
5.662880167E0,9.154662781E0,-6.182144165E-2,6.523135071E0
5.672917167E0,8.407266998E0,-2.784210205E-2,5.949677582E0
5.682954167E0,8.366252289E0,7.828720093E-2,5.309309235E0
5.692991167E0,8.348289642E0,3.775149536E-1,4.587061157E0
5.703029167E0,7.968978424E0,9.443861389E-1,3.903283081E0
5.713066167E0,7.528444519E0,1.642234955E0,3.298690338E0
5.723103167E0,7.332801361E0,2.256108398E0,2.738106079E0
5.733140167E0,7.344028015E0,2.509531403E0,2.300565948E0
5.743177167E0,7.344477081E0,2.301913147E0,2.239792328E0
5.753214167E0,7.205565948E0,1.998194733E0,2.612367554E0
5.763251167E0,7.296127625E0,1.741029510E0,3.196902008E0
5.773288167E0,7.494315491E0,1.466799774E0,3.809727631E0
5.783326167E0,7.430548096E0,1.235231323E0,4.265679474E0
5.793363167E0,7.234306183E0,1.042731628E0,4.414470062E0
5.803400167E0,7.063062286E0,8.584648132E-1,4.277205505E0
5.813437167E0,6.904841309E0,6.746470642E-1,3.948339386E0
5.823474167E0,6.811285858E0,4.415817261E-1,3.626059570E0
5.833511167E0,6.789730682E0,2.405497742E-1,3.375929718E0
5.843548167E0,6.808890839E0,1.896556091E-1,3.250340881E0
5.853585167E0,6.990912323E0,2.432441711E-1,3.317551117E0
5.863622167E0,7.287445679E0,3.957769775E-1,3.583847351E0
5.873660167E0,7.462731171E0,6.605763245E-1,3.920646973E0
5.883697167E0,7.656877441E0,8.720864868E-1,4.204606476E0
5.893734167E0,7.852520599E0,9.425898743E-1,4.323609009E0
5.903771167E0,8.129444733E0,9.119036865E-1,4.276457062E0
5.913808167E0,8.138725433E0,8.987310791E-1,4.253704376E0
5.923845167E0,8.109087067E0,9.556127930E-1,4.311933289E0
5.933882167E0,8.204289093E0,1.060394897E0,4.362079010E0
5.943919167E0,8.376281433E0,1.163979492E0,4.316573639E0
5.953957167E0,8.614286499E0,1.207688599E0,4.266577606E0
5.963994167E0,8.801846466E0,1.195713501E0,4.280348969E0
5.974031167E0,8.847202148E0,1.227746887E0,4.313280487E0
5.984068167E0,8.853788452E0,1.359173584E0,4.281696167E0
5.994105167E0,8.836723938E0,1.425335999E0,4.248016205E0
6.004142167E0,8.776998138E0,1.435365143E0,4.244423676E0
6.014179167E0,8.604257355E0,1.439556427E0,4.222120056E0
6.024216167E0,8.330925751E0,1.485361176E0,4.113146667E0
6.034253167E0,8.113428040E0,1.536405029E0,3.870052185E0
6.044291167E0,7.967331848E0,1.448388062E0,3.573219452E0
6.054328167E0,8.004754028E0,1.183738403E0,3.263363800E0
6.064365167E0,8.049061890E0,8.421487427E-1,2.975811768E0
6.074402167E0,8.155041504E0,5.375321960E-1,2.642305298E0
6.084439167E0,8.325087891E0,1.960922241E-1,2.304457855E0
6.094476167E0,8.483308868E0,-2.080673218E-1,2.045945435E0
6.104513167E0,8.410709839E0,-1.996847534E-1,1.907483368E0
6.114550167E0,8.366851044E0,4.210743713E-1,1.841919708E0
6.124588167E0,8.488248596E0,1.100661163E0,1.873204651E0
6.134625167E0,8.687633972E0,1.465452576E0,2.025138702E0
6.144662167E0,8.822503510E0,1.632804565E0,2.302511902E0
6.154699167E0,8.975934448E0,1.741927643E0,2.641706543E0
6.164736167E0,9.095685425E0,1.821262665E0,2.991828461E0
6.174773167E0,9.193581848E0,1.852098541E0,3.351680145E0
6.184810167E0,9.262288971E0,1.822609863E0,3.652404785E0
6.194847167E0,9.302255859E0,1.816921692E0,3.713926849E0
6.204884167E0,9.286089478E0,1.892963562E0,3.476370850E0
6.214922167E0,9.180558929E0,2.003433838E0,3.071313171E0
6.224959167E0,9.084309082E0,1.955533447E0,2.576741638E0
6.234996167E0,9.042096863E0,1.706451416E0,2.089205475E0
6.245033167E0,8.998537445E0,1.452130280E0,1.726958771E0
6.255070167E0,8.896000671E0,1.328936462E0,1.662592621E0
6.265107167E0,8.765472107E0,1.368154907E0,1.809437256E0
6.275144167E0,8.627309418E0,1.480122070E0,2.126777344E0
6.285181167E0,8.500972137E0,1.449585571E0,2.414029999E0
6.295219167E0,8.448730774E0,1.282682648E0,2.419269104E0
6.305256167E0,8.434660034E0,1.157542877E0,2.114652557E0
6.315293167E0,8.392447815E0,1.158590698E0,1.707948303E0
6.325330167E0,8.435408478E0,1.370400238E0,1.264720001E0
6.335367167E0,8.630602570E0,1.817520447E0,9.542655945E-1
6.345404167E0,9.014105072E0,2.262844391E0,9.470805359E-1
6.355441167E0,9.494905243E0,2.517913971E0,1.200802917E0
6.365478167E0,9.829459534E0,2.605930939E0,1.638043671E0
6.375516167E0,9.970166931E0,2.599194946E0,2.036664734E0
6.385553167E0,1.003363495E1,2.654430084E0,2.332749023E0
6.395590167E0,1.017853363E1,2.866089935E0,2.285896454E0
6.405627167E0,1.030067963E1,3.120411072E0,1.980980530E0
6.415664167E0,1.039528290E1,3.303330688E0,1.498234406E0
6.425701167E0,1.054152878E1,3.232228546E0,9.586065674E-1
6.435738167E0,1.051757858E1,2.682421875E0,1.129401398E0
6.445775167E0,1.026535309E1,2.251917114E0,1.458566895E0
6.455812167E0,1.096694412E1,2.523602142E0,2.001936951E0
6.465850167E0,1.347108673E1,2.573448486E0,3.443589020E0
6.475887167E0,1.600471802E1,2.478545837E0,5.110073547E0
6.485924167E0,1.710657669E1,2.288890228E0,7.041656799E0
6.495961167E0,1.696287552E1,1.981878662E0,8.466843109E0
6.505998167E0,1.569920334E1,1.959724731E0,9.233548737E0
6.516035167E0,1.426892761E1,2.370620270E0,8.637188873E0
6.526072167E0,1.337064560E1,2.957549744E0,6.902446289E0
6.536109167E0,1.236937775E1,3.272644501E0,5.457950134E0
6.546147167E0,1.078237793E1,3.007246399E0,4.960983582E0
6.556184167E0,8.938212891E0,2.146386566E0,4.750670929E0
6.566221167E0,7.442672882E0,1.254990234E0,4.198618927E0
6.576258167E0,6.618786163E0,4.204756165E-1,3.658691711E0
6.586295167E0,6.471941528E0,-8.059240723E-1,3.507655792E0
6.596332167E0,6.467750244E0,-2.191742249E0,3.643573151E0
6.606369167E0,6.587800598E0,-3.348536682E0,3.717369690E0
6.616406167E0,6.797664185E0,-3.886218567E0,3.745511169E0
6.626444167E0,6.876101074E0,-3.501219177E0,3.958967285E0
6.636480917E0,7.075935516E0,-2.674937439E0,4.481380920E0
6.646517917E0,7.509883118E0,-2.160157928E0,5.040617981E0
6.656554917E0,7.880213013E0,-1.760788422E0,5.381309509E0
6.666591917E0,8.439749451E0,-1.341959381E0,5.319338379E0
6.676628917E0,9.119785309E0,-6.396199036E-1,5.030439148E0
6.686665917E0,9.559870148E0,1.083746338E-1,4.818779297E0
6.696702917E0,9.640103302E0,7.762857056E-1,4.757855988E0
6.706739917E0,9.494456177E0,1.329535217E0,4.747976532E0
6.716777917E0,9.140142975E0,1.481469269E0,4.542453918E0
6.726814917E0,8.605604553E0,1.176703033E0,4.093836823E0
6.736851917E0,8.088430023E0,7.559280396E-1,3.613785095E0
6.746888917E0,7.608228607E0,3.529660034E-1,3.299438782E0
6.756925917E0,7.252717896E0,-1.196012878E-1,3.106939087E0
6.766962917E0,6.966812439E0,-4.604425049E-1,2.902763672E0
6.776999917E0,6.831643524E0,-5.460644531E-1,2.701881409E0
6.787036917E0,6.847959595E0,-4.352947998E-1,2.634072418E0
6.797074917E0,7.000492401E0,-3.920347595E-1,2.753673706E0
6.807111917E0,7.341483307E0,-3.875440979E-1,3.037932587E0
6.817148917E0,7.862549744E0,-3.206332397E-1,3.376528473E0
6.827185917E0,8.346643066E0,-2.689906311E-1,3.786076813E0
6.837222917E0,8.699459381E0,-3.614982605E-1,4.094136200E0
6.847259917E0,8.924142151E0,-4.659809875E-1,4.161346436E0
6.857296917E0,9.023086395E0,-5.969586182E-1,4.136797485E0
6.867333917E0,9.171577606E0,-7.436535645E-1,4.058210907E0
6.877370917E0,9.213640137E0,-7.914042664E-1,3.919150085E0
6.887408917E0,9.198521576E0,-8.065228271E-1,3.751049652E0
6.897445917E0,9.188791809E0,-6.735992432E-1,3.516637115E0
6.907482917E0,9.063801727E0,-4.182302856E-1,3.335064697E0
6.917519917E0,8.811875610E0,-2.025288391E-1,3.059936829E0
6.927556917E0,8.427474976E0,-5.553451538E-2,2.808160400E0
6.937593917E0,8.072413330E0,-1.302291870E-2,2.556982727E0
6.947630917E0,7.795189819E0,-7.873626709E-2,2.191143494E0
6.957667917E0,7.608677673E0,-1.317260742E-1,1.799408112E0
6.967705917E0,7.603438568E0,-1.519340515E-1,1.472487946E0
6.977742917E0,7.616311798E0,-1.104702759E-1,1.356179810E0
6.987779917E0,7.695946198E0,-1.264869690E-1,1.434467010E0
6.997816917E0,7.874973907E0,-2.101629639E-1,1.644180908E0
7.007853917E0,8.215216370E0,-3.300636292E-1,1.866618347E0
7.017890917E0,8.608598328E0,-5.105882263E-1,2.023342438E0
7.027927917E0,8.989705811E0,-6.950047302E-1,2.207758942E0
7.037964917E0,9.257498932E0,-8.541238403E-1,2.400408325E0
7.048001917E0,9.436975708E0,-9.211843872E-1,2.473456421E0
7.058039917E0,9.452393646E0,-8.878038025E-1,2.487976227E0
7.068076917E0,9.253607025E0,-6.770420837E-1,2.500250702E0
7.078113917E0,8.884774017E0,-3.276686096E-1,2.593656464E0
7.088150917E0,8.487200775E0,-1.422042847E-2,2.555036774E0
7.098187917E0,8.275241547E0,9.909393311E-2,2.295177155E0
7.108224917E0,8.307125244E0,8.412506104E-2,1.905238037E0
7.118261917E0,8.546926575E0,2.155517578E-2,1.525627441E0
7.128298917E0,8.924890594E0,-8.202941895E-2,1.264420624E0
7.138336917E0,9.281598816E0,-1.872605896E-1,1.166673889E0
7.148373917E0,9.463320923E0,-1.959425354E-1,1.217418365E0
7.158410917E0,9.402098236E0,-5.284011841E-2,1.426084442E0
7.168447917E0,9.277856598E0,7.259902954E-2,1.700613556E0
7.178484917E0,9.258546753E0,-1.047821045E-2,1.918560333E0
7.188521917E0,9.356443176E0,-2.824626160E-1,2.017803955E0
7.198558917E0,9.543404388E0,-6.146218872E-1,1.839075623E0
7.208595917E0,9.775421906E0,-8.896000671E-1,1.531465302E0
7.218632917E0,9.882149963E0,-9.291178894E-1,1.215472412E0
7.228670917E0,9.777068481E0,-7.487429810E-1,9.846524048E-1
7.238707917E0,9.538015594E0,-6.045927429E-1,8.318202209E-1
7.248744917E0,9.314680023E0,-6.978488159E-1,7.643106079E-1
7.258781917E0,9.272018738E0,-1.071771240E0,7.388635254E-1
7.268818917E0,9.448950806E0,-1.630559235E0,7.217990112E-1
7.278855917E0,9.796677704E0,-2.234702911E0,7.723937988E-1
7.288892917E0,1.028660889E1,-2.824626160E0,8.146060181E-1
7.298929917E0,1.080213684E1,-3.292702789E0,7.966433716E-1
7.308967917E0,1.122246277E1,-3.437152405E0,7.785310364E-1
7.319004917E0,1.145852188E1,-3.209475861E0,8.704399109E-1
7.329041917E0,1.140598114E1,-2.790646820E0,1.104253693E0
7.339078917E0,1.089928482E1,-2.197729797E0,2.091899872E0
7.349115917E0,1.073747131E1,-1.149160309E0,3.579057312E0
7.359152917E0,1.135344040E1,-1.153052216E0,4.234843597E0
7.369189917E0,1.303698944E1,-1.884880371E0,4.845124512E0
7.379226917E0,1.544009216E1,-2.265239410E0,5.504203949E0
7.389264917E0,1.732796631E1,-1.726509705E0,6.276148682E0
7.399301917E0,1.786594757E1,-7.035369873E-1,7.943531342E0
7.409338917E0,1.709864319E1,4.204756165E-1,9.804461517E0
7.419375917E0,1.527259048E1,1.580413513E0,1.078956299E1
7.429412917E0,1.253613098E1,2.526745605E0,1.064406555E1
7.439449917E0,1.007689499E1,2.926115112E0,9.408085785E0
7.449486917E0,8.571026459E0,2.926863556E0,7.421866150E0
7.459523917E0,7.738607483E0,3.089425507E0,5.137017517E0
7.469560917E0,7.107519836E0,3.235072632E0,3.052153015E0
7.479598917E0,6.451883240E0,3.100801849E0,1.487007751E0
7.489635917E0,5.888005829E0,2.601440277E0,4.860392761E-1
7.499672917E0,5.529800720E0,1.829944611E0,-1.368154907E-1
7.509709917E0,5.438041534E0,9.728269958E-1,-4.339476013E-1
7.519746917E0,5.519322510E0,1.844165039E-1,-2.576142883E-1
7.529783917E0,5.688770142E0,-3.255729675E-1,3.956272888E-1
7.539820917E0,6.143374786E0,-3.302133179E-1,1.454674988E0
7.549857917E0,7.012467499E0,1.598675537E-1,2.730771332E0
7.559895917E0,7.990533600E0,6.746470642E-1,3.957919464E0
7.569932917E0,8.767118683E0,1.093625793E0,5.135370941E0
7.579969917E0,9.099128265E0,1.471290436E0,6.225254517E0
7.590006917E0,9.083111572E0,1.948198700E0,6.958878937E0
7.600043917E0,8.941206665E0,2.413431244E0,7.164102173E0
7.610080917E0,8.908275146E0,2.613265686E0,6.877747650E0
7.620117917E0,8.859776001E0,2.528242493E0,6.313121796E0
7.630154917E0,8.642877045E0,2.462229767E0,5.550757141E0
7.640191417E0,8.399632874E0,2.598745880E0,4.733456726E0
7.650229417E0,8.098758545E0,2.682571564E0,4.120631104E0
7.660266417E0,7.852071533E0,2.767894135E0,3.791764984E0
7.670303417E0,7.680528259E0,2.742447052E0,3.481759644E0
7.680340417E0,7.495213623E0,2.424957275E0,3.129392395E0
7.690377417E0,7.426506500E0,1.946402435E0,2.910397797E0
7.700414417E0,7.491920471E0,1.375040588E0,2.898722076E0
7.710451417E0,7.609875183E0,7.255412292E-1,3.068469086E0
7.720488417E0,7.685168610E0,2.402503967E-1,3.359014893E0
7.730526417E0,7.673193512E0,8.801696777E-2,3.776197357E0
7.740563417E0,7.910300446E0,2.535726929E-1,4.193679199E0
7.750600417E0,8.250393219E0,6.489006042E-1,4.666845245E0
7.760637417E0,8.575966187E0,1.012494507E0,5.109325104E0
7.770674417E0,8.772058411E0,1.283431091E0,5.404062195E0
7.780711417E0,8.918004913E0,1.479074249E0,5.424270172E0
7.790748417E0,9.022337952E0,1.644629974E0,5.096751251E0
7.800785417E0,9.091943207E0,1.648222504E0,4.577032013E0
7.810823417E0,9.016649780E0,1.425635376E0,4.225263519E0
7.820860417E0,8.901688843E0,1.102008362E0,4.021088104E0
7.830897417E0,8.884025574E0,8.560697937E-1,3.827839966E0
7.840934417E0,8.932375031E0,6.117778015E-1,3.770658875E0
7.850971417E0,8.978329468E0,4.870870972E-1,3.731290741E0
7.861008417E0,8.920998688E0,5.607339478E-1,3.658392334E0
7.871045417E0,8.835825806E0,7.743397522E-1,3.486100616E0
7.881082417E0,8.814570007E0,1.100361786E0,3.215613098E0
7.891119417E0,8.800050201E0,1.448687439E0,2.949765930E0
7.901157417E0,8.803193665E0,1.792821808E0,2.756068726E0
7.911194417E0,8.844807129E0,1.865121460E0,2.795885925E0
7.921231417E0,8.950487366E0,1.756597137E0,3.040177917E0
7.931268417E0,9.068891144E0,1.721420288E0,3.262166290E0
7.941305417E0,8.983119507E0,1.748963013E0,3.432062988E0
7.951342417E0,8.713979187E0,1.746717682E0,3.444487152E0
7.961379417E0,8.422535248E0,1.701362000E0,3.323838043E0
7.971416417E0,8.170908508E0,1.614991608E0,3.143463135E0
7.981454417E0,7.940537567E0,1.467099152E0,2.980302429E0
7.991491417E0,7.861501923E0,1.351988525E0,2.816692657E0
8.001528417E0,8.038583679E0,1.356928253E0,2.571203156E0
8.011565417E0,8.336913300E0,1.385668488E0,2.358345795E0
8.021602417E0,8.665030975E0,1.409169617E0,2.241588593E0
8.031639417E0,8.890761566E0,1.367705841E0,2.284848633E0
8.041676417E0,8.989406433E0,1.383572845E0,2.445464630E0
8.051713417E0,9.251661072E0,1.508712616E0,2.572550354E0
8.061750417E0,9.709409180E0,1.680255890E0,2.688858490E0
8.071788417E0,1.028107040E1,1.834435272E0,2.913092194E0
8.081825417E0,1.092024124E1,1.821861420E0,3.381917267E0
8.091862417E0,1.138233032E1,1.573378143E0,4.043092346E0
8.101899417E0,1.136137390E1,1.171164551E0,4.632566528E0
8.111936417E0,1.079091019E1,7.710466003E-1,5.001549225E0
8.121973417E0,1.027628036E1,5.797444153E-1,4.894970856E0
8.132010417E0,9.925709381E0,6.256988525E-1,4.397555237E0
8.142047417E0,9.573791199E0,6.737489319E-1,3.738176422E0
8.152085417E0,9.235943756E0,5.444178772E-1,3.011737061E0
8.162122417E0,8.925788727E0,3.287164307E-1,2.364632721E0
8.172159417E0,8.678952026E0,1.522334290E-1,1.862277374E0
8.182196417E0,8.522677002E0,8.023315430E-2,1.551523590E0
8.192233417E0,8.429570618E0,1.859133911E-1,1.417103119E0
8.202270417E0,8.439450073E0,4.098477173E-1,1.360820160E0
8.212307417E0,8.523724823E0,6.402186584E-1,1.395697632E0
8.222344417E0,8.637338562E0,7.605683899E-1,1.572480011E0
8.232382417E0,8.749904480E0,8.226892090E-1,1.866917725E0
8.242419417E0,8.922196198E0,8.659492493E-1,2.161954193E0
8.252456417E0,9.229507141E0,8.315208435E-1,2.383343811E0
8.262493417E0,9.628427582E0,7.367678833E-1,2.563119965E0
8.272530417E0,1.004800507E1,6.623725891E-1,2.702929230E0
8.282567417E0,1.037492523E1,6.183641052E-1,2.856958923E0
8.292604417E0,1.047162415E1,5.346881104E-1,3.049757996E0
8.302641417E0,1.029963181E1,4.254153442E-1,3.146157532E0
8.312678417E0,1.000728973E1,3.742218018E-1,3.019670563E0
8.322716417E0,9.748178558E0,3.863465881E-1,2.766546936E0
8.332753417E0,9.593101044E0,4.099974060E-1,2.487078094E0
8.342790417E0,9.484277344E0,3.841012573E-1,2.253713379E0
8.352827417E0,9.393565979E0,3.565585327E-1,2.087259521E0
8.362864417E0,9.301058350E0,3.299139404E-1,1.961520996E0
8.372901417E0,9.233399048E0,2.888992310E-1,1.894909515E0
8.382938417E0,9.198072510E0,2.477348328E-1,1.882335663E0
8.392975417E0,9.201066284E0,2.475851440E-1,1.892364807E0
8.403013417E0,9.264384613E0,2.923420715E-1,1.952988739E0
8.413050417E0,9.361682281E0,3.257226562E-1,2.102378082E0
8.423087417E0,9.476044464E0,2.908451843E-1,2.282004547E0
