"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.447287542E0,9.613458710E0,-2.622546387E-1,1.729802856E0
1.457324542E0,9.703421631E0,-4.740641785E-1,1.850751343E0
1.467361542E0,9.833950195E0,-6.015989685E-1,1.905387726E0
1.477398542E0,9.934990082E0,-5.774990845E-1,2.025288391E0
1.487435542E0,9.960437164E0,-4.128414917E-1,2.221829681E0
1.497473542E0,9.946516113E0,-2.528242493E-1,2.369123383E0
1.507510542E0,9.810299377E0,-6.391708374E-2,2.440524902E0
1.517547542E0,9.623038788E0,1.498384094E-1,2.405348053E0
1.527584542E0,9.482181702E0,3.430865479E-1,2.273322601E0
1.537621542E0,9.269024963E0,5.279521179E-1,1.995949402E0
1.547658542E0,8.943751373E0,3.577560425E-1,1.875000916E0
1.557695542E0,8.700207825E0,-2.574645996E-1,1.833836517E0
1.567733542E0,8.788973236E0,-5.138813782E-1,1.463207245E0
1.577770542E0,9.205257568E0,-3.342549133E-1,9.559121704E-1
1.587807542E0,9.684710541E0,-1.234931946E-1,8.225395203E-1
1.597844542E0,1.002480331E1,-1.751358032E-2,1.154399414E0
1.607881542E0,1.014500336E1,-3.098556519E-2,1.739382935E0
1.617918542E0,1.014724869E1,-1.576222229E-1,2.258353729E0
1.627955542E0,1.001058289E1,-2.571652222E-1,2.464774475E0
1.637992583E0,9.725425873E0,-2.348616028E-1,2.480791168E0
1.648030583E0,9.516610107E0,-1.164578247E-1,2.322420502E0
1.658067583E0,9.480984192E0,7.155120850E-2,2.040107574E0
1.668104583E0,9.635762329E0,2.592608643E-1,1.725611572E0
1.678141583E0,9.796378326E0,3.134481812E-1,1.407373352E0
1.688178583E0,9.751172333E0,2.811154175E-1,1.170565796E0
1.698215583E0,9.576036530E0,2.923420715E-1,1.058748322E0
1.708252583E0,9.367669830E0,3.617976379E-1,1.050665131E0
1.718290583E0,9.213041382E0,4.662803650E-1,1.107546844E0
1.728327583E0,9.145531769E0,5.815406799E-1,1.171314240E0
1.738364583E0,9.208550720E0,6.804849243E-1,1.245859222E0
1.748401583E0,9.376950531E0,7.237449646E-1,1.309925995E0
1.758438583E0,9.634415131E0,7.800279236E-1,1.375938721E0
1.768475583E0,9.882149963E0,7.484436035E-1,1.578168182E0
1.778512583E0,1.005968079E1,6.912625122E-1,1.831890564E0
1.788549583E0,1.011192215E1,6.521937561E-1,2.019600220E0
1.798587583E0,1.002420456E1,5.770500183E-1,2.154469757E0
1.808624583E0,9.863588562E0,4.764591980E-1,2.169288940E0
1.818661583E0,9.671687622E0,4.291575623E-1,2.019001465E0
1.828698583E0,9.507778473E0,4.584965515E-1,1.734892273E0
1.838735583E0,9.441166992E0,5.382806396E-1,1.417552185E0
1.848772583E0,9.444460144E0,6.128256226E-1,1.186582489E0
1.858809583E0,9.469607849E0,6.140231323E-1,1.091380463E0
1.868846583E0,9.457932129E0,6.242019653E-1,1.131047974E0
1.878884583E0,9.464219055E0,6.686595154E-1,1.320254517E0
1.888921583E0,9.543254700E0,7.265890503E-1,1.581012268E0
1.898958583E0,9.652976532E0,7.300318909E-1,1.771715698E0
1.908995583E0,9.715396729E0,7.268884277E-1,1.858385468E0
1.919032583E0,9.699978790E0,7.625143433E-1,1.889371033E0
1.929069583E0,9.684710541E0,7.509883118E-1,1.900298309E0
1.939106583E0,9.700876923E0,6.465055847E-1,1.888173523E0
1.949143583E0,9.701924744E0,4.962181091E-1,1.872755585E0
1.959181583E0,9.672436066E0,4.116439819E-1,1.844015350E0
1.969218583E0,9.627978516E0,3.725752258E-1,1.803449707E0
1.979255583E0,9.580377502E0,3.549119568E-1,1.772464142E0
1.989292583E0,9.514065399E0,3.267704773E-1,1.747466125E0
1.999329583E0,9.440568237E0,3.216810608E-1,1.717678070E0
2.009366583E0,9.399104462E0,3.451821899E-1,1.735790405E0
2.019403583E0,9.411828003E0,3.510200500E-1,1.773062897E0
2.029440583E0,9.494605865E0,3.707789612E-1,1.794019318E0
2.039478583E0,9.596543884E0,3.673361206E-1,1.860780487E0
2.049515583E0,9.673334198E0,2.953358459E-1,1.952240295E0
2.059552583E0,9.703122253E0,2.306703186E-1,2.039957886E0
2.069589583E0,9.687854004E0,1.969903564E-1,2.081271973E0
2.079626583E0,9.645791473E0,2.375559998E-1,2.075733490E0
2.089663583E0,9.593999176E0,2.981799316E-1,2.017055511E0
2.099700583E0,9.566456451E0,3.291654968E-1,1.956730957E0
2.109737583E0,9.557026062E0,3.052153015E-1,1.925446014E0
2.119775583E0,9.561367035E0,2.685415649E-1,1.879491577E0
2.129812583E0,9.564510498E0,2.383044434E-1,1.860630798E0
2.139849583E0,9.565558319E0,2.065704346E-1,1.858385468E0
2.149886583E0,9.565258942E0,1.839674377E-1,1.891316986E0
2.159923583E0,9.561816101E0,1.660047913E-1,1.923500061E0
2.169960583E0,9.520951080E0,1.556762695E-1,1.951791229E0
2.179997583E0,9.476792908E0,1.323248291E-1,1.939965820E0
2.190035583E0,9.474697266E0,9.250762939E-2,1.932780762E0
2.200072583E0,9.502389679E0,6.945556641E-2,1.951641541E0
2.210109583E0,9.524693298E0,8.951385498E-2,1.986668701E0
2.220146583E0,9.553134155E0,1.228944397E-1,2.037113800E0
2.230183583E0,9.555229797E0,1.402583313E-1,2.082918549E0
2.240220583E0,9.567653961E0,1.528321838E-1,2.068698120E0
2.250257583E0,9.589059448E0,1.371148682E-1,2.063009949E0
2.260294583E0,9.603878632E0,1.032852173E-1,2.052831116E0
2.270332583E0,9.633367310E0,5.777984619E-2,2.033970337E0
2.280369583E0,9.646988983E0,3.367996216E-2,1.997895355E0
2.290406583E0,9.611363068E0,1.676513672E-2,1.960173798E0
2.300443583E0,9.546847229E0,4.041595459E-3,1.923649750E0
2.310480583E0,9.502539368E0,4.490661621E-4,1.935475159E0
2.320517583E0,9.475595398E0,-4.640350342E-3,1.949096832E0
2.330554583E0,9.464817810E0,-1.601669312E-2,1.949246521E0
2.340591583E0,9.518256683E0,2.993774414E-3,1.941313019E0
2.350629583E0,9.580527191E0,2.679428101E-2,1.894610138E0
2.360666583E0,9.632469177E0,5.882766724E-2,1.849553833E0
2.370703583E0,9.644593964E0,7.933502197E-2,1.864672394E0
2.380740583E0,9.623637543E0,8.696914673E-2,1.911375275E0
2.390777583E0,9.623487854E0,1.043330383E-1,1.978286133E0
2.400814583E0,9.624236298E0,8.891510010E-2,2.007924500E0
2.410851583E0,9.620344391E0,9.460327148E-2,1.983525238E0
2.420889583E0,9.627080383E0,1.053808594E-1,1.963916016E0
2.430926583E0,9.635462952E0,1.206491089E-1,1.926344147E0
2.440963583E0,9.607471161E0,1.281335449E-1,1.860032043E0
2.451000583E0,9.556726685E0,1.389111328E-1,1.798959045E0
2.461037583E0,9.520951080E0,1.404080200E-1,1.751507721E0
2.471074583E0,9.498348083E0,1.457968140E-1,1.725461884E0
2.481111583E0,9.502838745E0,1.410067749E-1,1.734742584E0
2.491148583E0,9.541608124E0,8.801696777E-2,1.763482819E0
2.501186583E0,9.524842987E0,3.143463135E-2,1.837728424E0
2.511223583E0,9.537566528E0,7.873626709E-2,1.887874146E0
2.521260583E0,9.607022095E0,9.684860229E-2,1.888472900E0
2.531297583E0,9.658664703E0,7.200027466E-2,1.934427338E0
2.541334583E0,9.617799683E0,5.748046875E-2,1.976489868E0
2.551371583E0,9.587263184E0,7.409591675E-2,1.986818390E0
2.561408583E0,9.586215363E0,1.845661926E-1,1.960323486E0
2.571445583E0,9.584269409E0,2.902464294E-1,1.903890839E0
2.581483583E0,9.539662170E0,3.367996216E-1,1.815873871E0
2.591520583E0,9.488019562E0,3.677851868E-1,1.745370483E0
2.601557583E0,9.479487305E0,4.026626587E-1,1.696571960E0
2.611594583E0,9.524693298E0,4.152365112E-1,1.688189392E0
2.621631583E0,9.556726685E0,4.092489624E-1,1.698966980E0
2.631668417E0,9.583820343E0,4.089495850E-1,1.763931885E0
2.641705417E0,9.631271667E0,3.607498169E-1,1.816023560E0
2.651742417E0,9.635163574E0,3.248245239E-1,1.868863678E0
2.661780417E0,9.629475403E0,3.158432007E-1,1.898951111E0
2.671817417E0,9.613009644E0,2.839595032E-1,1.912123718E0
2.681854417E0,9.561666412E0,2.836601257E-1,1.886526947E0
2.691891417E0,9.527836761E0,3.035687256E-1,1.851050720E0
2.701928417E0,9.521549835E0,3.227288818E-1,1.807491302E0
2.711965417E0,9.544751587E0,3.168910217E-1,1.773811340E0
2.722002417E0,9.566306763E0,3.583547974E-1,1.747615814E0
2.732039417E0,9.579928436E0,4.311035156E-1,1.743723907E0
2.742077417E0,9.586664429E0,4.837939453E-1,1.763782196E0
2.752114417E0,9.566755829E0,5.212161255E-1,1.784738617E0
2.762151417E0,9.541159058E0,5.679190063E-1,1.794169006E0
2.772188417E0,9.529932404E0,5.920188904E-1,1.796863403E0
2.782225417E0,9.535021820E0,5.848338318E-1,1.810335388E0
2.792262417E0,9.527687073E0,5.604345703E-1,1.818418579E0
2.802299417E0,9.516161041E0,5.364843750E-1,1.800006866E0
2.812336417E0,9.542206879E0,5.676196289E-1,1.775457916E0
2.822374417E0,9.575288086E0,6.318360901E-1,1.786983948E0
2.832411417E0,9.582473145E0,6.554869080E-1,1.801803131E0
2.842448417E0,9.587263184E0,6.613247681E-1,1.811532898E0
2.852485417E0,9.586664429E0,6.523434448E-1,1.828298035E0
2.862522417E0,9.571994934E0,6.304888916E-1,1.837129669E0
2.872559417E0,9.575138397E0,6.117778015E-1,1.837728424E0
2.882596417E0,9.577533417E0,5.701643372E-1,1.874551849E0
2.892633417E0,9.569749603E0,5.433700562E-1,1.839824066E0
2.902671417E0,9.555678864E0,5.849835205E-1,1.765428772E0
2.912708417E0,9.562265167E0,6.503974915E-1,1.682201843E0
2.922745417E0,9.563762054E0,7.084767151E-1,1.636995850E0
2.932782417E0,9.569899292E0,7.568261719E-1,1.634151764E0
2.942819417E0,9.615105286E0,7.692503357E-1,1.640139313E0
2.952856417E0,9.627529449E0,7.499404907E-1,1.654210052E0
2.962893417E0,9.590256958E0,7.339237976E-1,1.668430481E0
2.972930417E0,9.553433533E0,7.381150818E-1,1.681603088E0
2.982968417E0,9.504335632E0,7.676037598E-1,1.702260132E0
2.993005417E0,9.485175476E0,8.029302979E-1,1.725162506E0
3.003042417E0,9.468410339E0,8.243357849E-1,1.737436981E0
3.013079417E0,9.478289795E0,8.140072632E-1,1.747765503E0
3.023116417E0,9.478289795E0,7.975415039E-1,1.752705231E0
3.033153417E0,9.459878082E0,7.994874573E-1,1.763782196E0
3.043190417E0,9.420360260E0,8.075706482E-1,1.791773987E0
3.053227417E0,9.384135590E0,8.014334106E-1,1.846560059E0
3.063265417E0,9.354497223E0,7.566764832E-1,1.933379517E0
3.073302417E0,9.313183136E0,7.117698669E-1,2.025438080E0
3.083339417E0,9.251212006E0,6.575825500E-1,2.129471741E0
3.093376417E0,9.203760681E0,5.682183838E-1,2.234553223E0
3.103413417E0,9.122030640E0,4.480183411E-1,2.415077820E0
3.113450417E0,9.063652039E0,2.975811768E-1,2.545157318E0
3.123487417E0,9.010811920E0,1.595681763E-1,2.588417358E0
3.133524417E0,8.992699585E0,5.583389282E-2,2.520758057E0
3.143562417E0,9.056017914E0,4.340972900E-3,2.301763458E0
3.153599417E0,9.166039124E0,9.565109253E-2,2.067201233E0
3.163636417E0,9.342372437E0,3.303630066E-1,1.858086090E0
3.173673417E0,9.603579254E0,6.012995911E-1,1.770368500E0
3.183710417E0,9.867929535E0,8.949888611E-1,1.990111542E0
3.193747417E0,1.006132736E1,1.113833771E0,2.463427277E0
3.203784417E0,1.008542725E1,1.122216339E0,3.006348267E0
3.213821417E0,9.974956970E0,8.262817383E-1,3.402125244E0
3.223859417E0,9.804910583E0,3.049159241E-1,3.470532990E0
3.233896417E0,9.660011902E0,-2.085163879E-1,3.109034729E0
3.243933417E0,9.554032288E0,-5.840853882E-1,2.363584900E0
3.253970417E0,9.545949097E0,-7.447013855E-1,1.439855804E0
3.264007417E0,9.491013336E0,-6.785389709E-1,6.116281128E-1
3.274044417E0,9.465865631E0,-4.222718811E-1,-8.981323242E-4
3.284081417E0,9.574090576E0,-1.017883301E-1,-3.562591553E-1
3.294118417E0,9.868228912E0,7.229965210E-2,-3.820056152E-1
3.304156417E0,1.012958542E1,1.306782532E-1,-6.810836792E-2
3.314193417E0,1.029094986E1,1.944456482E-1,5.084925842E-1
3.324230417E0,1.043360321E1,2.317181396E-1,1.188827820E0
3.334267417E0,1.039857605E1,1.222956848E-1,1.890119476E0
3.344304417E0,1.028361511E1,-1.384620667E-1,2.463876343E0
3.354341417E0,1.023975632E1,-2.969824219E-1,2.748135223E0
3.364378417E0,1.022508682E1,-1.245410156E-1,2.763553162E0
3.374415417E0,1.018092865E1,1.275347900E-1,2.568658447E0
3.384453417E0,9.926008759E0,1.727407837E-1,2.341580658E0
3.394490417E0,9.504485321E0,6.256988525E-2,2.190395050E0
3.404527417E0,9.086105347E0,2.619552612E-2,2.043999481E0
3.414564417E0,8.772058411E0,3.278182983E-2,1.858086090E0
3.424601417E0,8.510103149E0,8.442443848E-2,1.702858887E0
3.434638417E0,8.267158356E0,1.910028076E-1,1.467997284E0
3.444675417E0,8.077353058E0,2.939886475E-1,1.148112488E0
3.454712417E0,7.935298462E0,3.649411011E-1,8.412506104E-1
3.464750417E0,7.868686981E0,3.688330078E-1,6.044430542E-1
3.474787417E0,7.986791382E0,2.941383362E-1,4.269122314E-1
3.484824417E0,8.413703613E0,-7.694000244E-2,3.454815674E-1
3.494861417E0,8.728199615E0,-6.426136780E-1,5.096900940E-1
3.504898417E0,9.085356903E0,-1.008003845E0,9.244775391E-1
3.514935417E0,9.578880615E0,-1.164428558E0,1.462159424E0
3.524972417E0,9.932445374E0,-1.211430817E0,2.038460999E0
3.535009417E0,1.011027557E1,-1.101559296E0,2.447709961E0
3.545047417E0,1.015952316E1,-8.978329468E-1,2.625689850E0
3.555084417E0,1.009934830E1,-7.294331360E-1,2.547851715E0
3.565121417E0,1.001148102E1,-5.396278381E-1,2.329006805E0
3.575158417E0,9.923913116E0,-2.754272461E-1,2.101779327E0
3.585195417E0,9.796528015E0,-5.224136353E-2,1.948348389E0
3.595232417E0,9.565708008E0,2.095642090E-2,1.905238037E0
3.605269417E0,9.274114380E0,-2.844085693E-3,1.923649750E0
3.615306417E0,8.959618378E0,-9.744735718E-2,1.904788971E0
3.625344417E0,8.665030975E0,-3.168910217E-1,1.809437256E0
3.635381417E0,8.425678711E0,-5.849835205E-1,1.714684296E0
3.645418417E0,8.264314270E0,-8.406518555E-1,1.591640167E0
3.655455417E0,8.219257965E0,-1.097966766E0,1.466500397E0
3.665492417E0,8.234975281E0,-1.380878448E0,1.477128296E0
3.675529417E0,8.264314270E0,-1.570683746E0,1.657652893E0
3.685566417E0,8.329877930E0,-1.626667328E0,1.922601929E0
3.695603417E0,8.406518555E0,-1.638642426E0,2.185006256E0
3.705641417E0,8.435258789E0,-1.679956512E0,2.494412842E0
3.715678417E0,8.456215210E0,-1.812131653E0,2.655777283E0
3.725715417E0,8.613388367E0,-2.090253296E0,2.657124481E0
3.735752417E0,8.961414642E0,-2.380350037E0,2.431543579E0
3.745789417E0,9.337283020E0,-2.485431519E0,2.197580109E0
3.755826417E0,9.599238281E0,-2.396516418E0,2.020198975E0
3.765863417E0,9.688752136E0,-2.238445129E0,1.971699829E0
3.775900417E0,9.619146881E0,-2.110012207E0,2.065554657E0
3.785937417E0,9.505383453E0,-2.166145477E0,2.196382599E0
3.795975417E0,9.478439484E0,-2.437381439E0,2.294428711E0
3.806012417E0,9.571246490E0,-2.836900635E0,2.261646881E0
3.816049417E0,9.415570221E0,-3.019670563E0,2.395169220E0
3.826086417E0,9.160949707E0,-2.274071045E0,3.149001617E0
3.836123417E0,1.009455826E1,-1.717079315E0,3.457809448E0
3.846160417E0,1.176703033E1,-2.253713379E0,3.373684387E0
3.856197417E0,1.436996750E1,-2.023641815E0,3.810625763E0
3.866234417E0,1.654614212E1,-1.093027039E0,4.883444824E0
3.876272417E0,1.684611832E1,-5.218148804E-1,6.316864014E0
3.886309417E0,1.647593811E1,-8.156538391E-1,7.546556854E0
3.896346417E0,1.652323975E1,-1.593586121E0,8.016729126E0
3.906383417E0,1.663835037E1,-2.541265411E0,8.024063873E0
3.916420417E0,1.596699646E1,-2.926863556E0,8.264463959E0
3.926457417E0,1.424437866E1,-2.467768250E0,8.472381592E0
3.936494417E0,1.235530701E1,-1.996398468E0,7.828869781E0
3.946531417E0,1.055155792E1,-1.821562042E0,6.568490753E0
3.956569417E0,9.053323517E0,-1.426234131E0,5.259911957E0
3.966606417E0,8.050558777E0,-4.469705200E-1,4.432732086E0
3.976643417E0,7.621999969E0,9.201365662E-1,4.073329468E0
3.986680417E0,7.658823395E0,2.221380615E0,4.142635345E0
3.996717417E0,7.945327606E0,3.116818542E0,4.400848389E0
4.006754417E0,8.125852203E0,3.492237854E0,4.608167267E0
4.016791417E0,8.052804108E0,3.324736176E0,4.543651428E0
4.026828417E0,7.489974518E0,2.989134064E0,4.332590332E0
4.036866417E0,6.709048462E0,2.790646820E0,4.105662231E0
4.046903417E0,6.152505798E0,2.668650513E0,3.793411560E0
4.056940417E0,5.782325592E0,2.576442261E0,3.501219177E0
4.066977417E0,5.672154694E0,2.431543579E0,3.223696289E0
4.077014417E0,5.839356995E0,2.134411469E0,2.830763397E0
4.087051417E0,6.182742920E0,1.585502930E0,2.516866150E0
4.097088417E0,6.574328613E0,9.214837646E-1,2.458637238E0
4.107125417E0,6.925049286E0,3.691323853E-1,2.604583740E0
4.117163417E0,7.113806763E0,5.718109131E-2,2.888393555E0
4.127200417E0,7.277266846E0,-1.586700439E-2,3.206631775E0
4.137237417E0,7.383396149E0,7.125183105E-2,3.632047119E0
4.147274417E0,7.440427551E0,2.010319519E-1,4.086352386E0
4.157311417E0,7.522307281E0,3.873944092E-1,4.568649445E0
4.167348417E0,7.716303864E0,5.912704468E-1,4.864883423E0
