t,x,y,z
2.717449417E0,-5.940489471E-2,4.520269856E-2,-2.672456764E-2
2.719826136E0,-5.940489471E-2,4.764608666E-2,-2.550287358E-2
2.722202855E0,-5.818320066E-2,5.115845799E-2,-2.779355086E-2
2.724579573E0,-5.573981255E-2,5.115845799E-2,-2.779355086E-2
2.726956292E0,-5.696150661E-2,5.482354015E-2,-3.023693897E-2
2.729333063E0,-5.436540768E-2,5.360184610E-2,-3.023693897E-2
2.731709782E0,-5.573981255E-2,5.360184610E-2,-3.023693897E-2
2.734086500E0,-5.436540768E-2,4.871506989E-2,-3.023693897E-2
2.736463219E0,-5.436540768E-2,4.764608666E-2,-3.145863488E-2
2.738839938E0,-5.451811850E-2,4.153761268E-2,-2.794626169E-2
2.741216657E0,-5.573981255E-2,3.802524135E-2,-3.038965166E-2
2.743593375E0,-5.573981255E-2,3.558185324E-2,-3.038965166E-2
2.745970146E0,-5.696150661E-2,3.436015919E-2,-3.038965166E-2
2.748346865E0,-5.818320066E-2,2.962609194E-2,-2.932066843E-2
2.750723584E0,-5.955760926E-2,2.840439789E-2,-2.809897438E-2
2.753100303E0,-6.200099736E-2,2.718270384E-2,-2.809897438E-2
2.755477021E0,-6.200099736E-2,2.718270384E-2,-3.054236248E-2
2.757853740E0,-6.322269142E-2,2.962609194E-2,-2.809897438E-2
2.760230459E0,-6.322269142E-2,3.206948191E-2,-2.932066843E-2
2.762607230E0,-6.200099736E-2,3.558185324E-2,-2.932066843E-2
2.764983948E0,-6.062658876E-2,4.153761268E-2,-2.916795574E-2
2.767360667E0,-5.818320066E-2,4.398100078E-2,-3.038965166E-2
2.769737386E0,-5.696150661E-2,5.238015205E-2,-3.023693897E-2
2.772114105E0,-5.818320066E-2,5.833591148E-2,-3.145863488E-2
2.774490823E0,-5.558710173E-2,6.200099736E-2,-3.268032894E-2
2.776867542E0,-5.558710173E-2,6.673506647E-2,-3.008422814E-2
2.779244313E0,-5.680879578E-2,7.162184268E-2,-2.886253223E-2
2.781621032E0,-5.803048983E-2,7.635590434E-2,-2.764083818E-2
2.783997750E0,-5.803048983E-2,7.879929990E-2,-2.641914412E-2
2.786374469E0,-5.680879578E-2,8.124268800E-2,-2.764083818E-2
2.788751188E0,-5.803048983E-2,8.475505561E-2,-2.641914412E-2
2.791127907E0,-5.680879578E-2,8.597674966E-2,-2.137965336E-2
2.793504625E0,-5.680879578E-2,8.597674966E-2,-2.382304333E-2
2.795881396E0,-5.680879578E-2,8.475505561E-2,-2.137965336E-2
2.798258115E0,-5.192201585E-2,8.475505561E-2,-2.137965336E-2
2.800634834E0,-5.054761097E-2,8.108997345E-2,-1.893626526E-2
2.803011553E0,-4.932591692E-2,7.879929990E-2,-2.015795931E-2
2.805388271E0,-4.688252881E-2,7.635590434E-2,-2.015795931E-2
2.807764990E0,-4.443913698E-2,7.513421029E-2,-2.122694254E-2
2.810141709E0,-4.321744293E-2,7.269082218E-2,-1.878355257E-2
2.812518480E0,-4.199574888E-2,6.917845458E-2,-1.878355257E-2
2.814895198E0,-3.817795217E-2,6.551336497E-2,-2.000524849E-2
2.817271917E0,-3.695625812E-2,6.200099736E-2,-2.122694254E-2
2.819648636E0,-3.939964995E-2,6.077930331E-2,-2.015795931E-2
2.822025355E0,-3.695625812E-2,6.200099736E-2,-2.122694254E-2
2.824402073E0,-3.817795217E-2,5.833591148E-2,-2.137965336E-2
2.826778844E0,-3.695625812E-2,5.589252338E-2,-2.137965336E-2
2.829155563E0,-3.939964995E-2,5.589252338E-2,-2.015795931E-2
2.831532282E0,-3.695625812E-2,5.711421743E-2,-1.771457121E-2
2.833909000E0,-3.695625812E-2,6.077930331E-2,-1.756185852E-2
2.836285719E0,-3.695625812E-2,6.306997687E-2,-1.878355257E-2
2.838662438E0,-3.695625812E-2,6.673506647E-2,-2.000524849E-2
2.841039157E0,-3.817795217E-2,6.917845458E-2,-2.122694254E-2
2.843415928E0,-3.817795217E-2,7.040014863E-2,-2.122694254E-2
2.845792646E0,-3.573456407E-2,7.269082218E-2,-2.000524849E-2
2.848169365E0,-3.436015919E-2,7.513421029E-2,-2.107422985E-2
2.850546084E0,-3.313846514E-2,7.757759839E-2,-1.985253580E-2
2.852922803E0,-3.191677108E-2,7.879929990E-2,-1.985253580E-2
2.855299521E0,-3.069507517E-2,8.108997345E-2,-1.847812906E-2
2.857676292E0,-3.313846514E-2,8.108997345E-2,-1.985253580E-2
2.860053011E0,-3.313846514E-2,8.108997345E-2,-2.107422985E-2
2.862429730E0,-3.313846514E-2,8.353336155E-2,-2.107422985E-2
2.864806448E0,-3.313846514E-2,8.475505561E-2,-1.863084175E-2
2.867183167E0,-3.313846514E-2,8.108997345E-2,-1.985253580E-2
2.869559886E0,-3.436015919E-2,8.002099395E-2,-2.107422985E-2
2.871936605E0,-3.695625812E-2,8.108997345E-2,-2.107422985E-2
2.874313375E0,-3.436015919E-2,7.986827940E-2,-1.863084175E-2
2.876690094E0,-3.695625812E-2,7.879929990E-2,-2.107422985E-2
2.879066813E0,-3.573456407E-2,7.757759839E-2,-1.740914769E-2
2.881443532E0,-3.573456407E-2,7.879929990E-2,-1.618745178E-2
2.883820250E0,-3.436015919E-2,7.757759839E-2,-1.740914769E-2
2.886196969E0,-3.573456407E-2,7.879929990E-2,-1.618745178E-2
2.888573688E0,-3.436015919E-2,7.635590434E-2,-1.496575773E-2
2.890950459E0,-3.436015919E-2,7.391251624E-2,-1.374406368E-2
2.893327178E0,-3.451287001E-2,7.269082218E-2,-1.252236869E-2
2.895703896E0,-3.313846514E-2,7.146912813E-2,-1.252236869E-2
2.898080615E0,-3.451287001E-2,6.795676053E-2,-1.267508045E-2
2.900457334E0,-3.451287001E-2,7.024743408E-2,-8.857285604E-3
2.902834053E0,-3.329117596E-2,6.551336497E-2,-7.635590620E-3
2.905210823E0,-3.329117596E-2,6.429167092E-2,-8.857285604E-3
2.907587542E0,-3.191677108E-2,6.306997687E-2,-1.007897966E-2
2.909964261E0,-3.329117596E-2,6.184828654E-2,-1.023169141E-2
2.912340980E0,-3.069507517E-2,6.184828654E-2,-1.007897966E-2
2.914717698E0,-3.069507517E-2,6.077930331E-2,-1.007897966E-2
2.917094417E0,-3.069507517E-2,5.833591148E-2,-1.145338640E-2
2.919471136E0,-3.206948191E-2,5.955760926E-2,-9.009997360E-3
2.921847907E0,-3.329117596E-2,6.077930331E-2,-1.023169141E-2
2.924224625E0,-3.191677108E-2,6.077930331E-2,-1.511846948E-2
2.926601344E0,-3.069507517E-2,5.955760926E-2,-1.389677543E-2
2.928978063E0,-2.947338112E-2,5.711421743E-2,-1.267508045E-2
2.931354782E0,-3.191677108E-2,5.711421743E-2,-1.389677543E-2
2.933731500E0,-2.947338112E-2,5.833591148E-2,-1.389677543E-2
2.936108219E0,-2.947338112E-2,5.833591148E-2,-1.634016447E-2
2.938484990E0,-2.825168520E-2,6.077930331E-2,-1.252236869E-2
2.940861709E0,-2.702999115E-2,6.306997687E-2,-1.374406368E-2
2.943238428E0,-2.947338112E-2,6.200099736E-2,-1.496575773E-2
2.945615146E0,-2.565558441E-2,6.673506647E-2,-1.374406368E-2
2.947991865E0,-2.702999115E-2,6.673506647E-2,-1.496575773E-2
2.950368584E0,-2.565558441E-2,6.917845458E-2,-1.359135192E-2
2.952745355E0,-2.565558441E-2,6.917845458E-2,-1.359135192E-2
2.955122073E0,-2.443389036E-2,6.917845458E-2,-1.359135192E-2
2.957498792E0,-2.321219631E-2,7.024743408E-2,-1.481304597E-2
2.959875511E0,-2.565558441E-2,7.024743408E-2,-1.236965694E-2
2.962252230E0,-2.702999115E-2,7.040014863E-2,-1.374406368E-2
2.964628948E0,-2.702999115E-2,6.917845458E-2,-1.130067464E-2
2.967005719E0,-2.947338112E-2,6.917845458E-2,-1.252236869E-2
2.969382438E0,-2.825168520E-2,6.551336497E-2,-1.618745178E-2
2.971759157E0,-3.069507517E-2,6.673506647E-2,-1.374406368E-2
2.974135875E0,-2.947338112E-2,6.429167092E-2,-1.252236869E-2
2.976512594E0,-3.191677108E-2,6.429167092E-2,-1.252236869E-2
2.978889313E0,-3.069507517E-2,6.077930331E-2,-1.130067464E-2
2.981266032E0,-3.329117596E-2,6.200099736E-2,-1.267508045E-2
2.983642803E0,-3.329117596E-2,6.429167092E-2,-1.023169141E-2
2.986019521E0,-3.069507517E-2,6.673506647E-2,-1.007897966E-2
2.988396240E0,-3.191677108E-2,6.795676053E-2,-1.130067464E-2
2.990772959E0,-3.069507517E-2,7.146912813E-2,-1.252236869E-2
2.993149678E0,-3.069507517E-2,7.269082218E-2,-1.007897966E-2
2.995526396E0,-3.191677108E-2,7.513421029E-2,-1.252236869E-2
2.997903115E0,-2.947338112E-2,7.864658535E-2,-1.114796288E-2
3.000279886E0,-2.825168520E-2,8.231166750E-2,-7.482878864E-3
3.002656605E0,-2.687728032E-2,8.597674966E-2,-6.108472589E-3
3.005033323E0,-2.321219631E-2,8.826743066E-2,-7.330167107E-3
3.007410042E0,-2.199050039E-2,9.193251282E-2,-7.330167107E-3
3.009786761E0,-1.817270555E-2,9.422318637E-2,-7.177455351E-3
3.012163480E0,-1.695101149E-2,9.422318637E-2,-4.734066315E-3
3.014540198E0,-1.435491070E-2,9.910997003E-2,-3.359660041E-3
3.016916969E0,-1.313321572E-2,9.666658193E-2,-2.137965523E-3
3.019293688E0,-9.468132630E-3,9.544488788E-2,-9.162708884E-4
3.021670407E0,-7.024743594E-3,9.300149232E-2,1.527118147E-3
3.024047125E0,-4.428642802E-3,9.071081877E-2,2.901524538E-3
3.026423844E0,-7.635590737E-4,8.704573661E-2,2.901524538E-3
3.028800563E0,-7.635590737E-4,8.108997345E-2,2.748812549E-3
3.031177334E0,-7.635590737E-4,7.620319724E-2,2.748812549E-3
3.033554053E0,4.123218823E-3,7.513421029E-2,1.679830020E-3
3.035930771E0,5.497625098E-3,7.024743408E-2,2.901524538E-3
3.038307490E0,5.344913341E-3,6.673506647E-2,3.054236295E-4
3.040684209E0,5.344913341E-3,6.306997687E-2,-3.359660041E-3
3.043060928E0,6.719320081E-3,5.833591148E-2,-3.359660041E-3
3.045437646E0,5.344913341E-3,5.589252338E-2,-4.581354558E-3
3.047814417E0,9.162709117E-3,4.993676394E-2,-5.803049076E-3
3.050191136E0,7.941014133E-3,4.749337584E-2,-8.399149403E-3
3.052567855E0,5.344913341E-3,4.749337584E-2,-5.955760833E-3
3.054944573E0,7.788302377E-3,4.382828996E-2,-8.399149403E-3
3.057321292E0,5.344913341E-3,4.382828996E-2,-9.620844387E-3
3.059698011E0,4.123218823E-3,4.382828996E-2,-1.084253844E-2
3.062074730E0,4.123218823E-3,4.153761268E-2,-9.773556143E-3
3.064451500E0,2.901524538E-3,4.504998401E-2,-1.084253844E-2
3.066828219E0,1.679830020E-3,4.627167806E-2,-9.773556143E-3
3.069204938E0,-9.162708884E-4,4.749337584E-2,-1.099525020E-2
3.071581657E0,-2.137965523E-3,4.993676394E-2,-1.099525020E-2
3.073958375E0,-9.162708884E-4,4.993676394E-2,-8.551862091E-3
3.076335094E0,-3.359660041E-3,5.115845799E-2,-8.551862091E-3
3.078711865E0,-4.581354558E-3,5.344913527E-2,-8.551862091E-3
3.081088584E0,-5.803049076E-3,5.589252338E-2,-7.330167107E-3
3.083465303E0,-7.024743594E-3,6.062658876E-2,-7.330167107E-3
3.085842021E0,-8.246437646E-3,5.955760926E-2,-6.108472589E-3
3.088218740E0,-1.084253844E-2,5.955760926E-2,-6.108472589E-3
3.090595459E0,-1.206423342E-2,5.955760926E-2,-3.665083554E-3
3.092972230E0,-1.450762246E-2,5.955760926E-2,-2.443389036E-3
3.095348948E0,-1.450762246E-2,6.306997687E-2,-2.443389036E-3
3.097725667E0,-1.572931744E-2,6.306997687E-2,-2.443389036E-3
3.100102386E0,-1.954711229E-2,6.062658876E-2,-2.596100792E-3
3.102479105E0,-1.954711229E-2,6.184828654E-2,-2.596100792E-3
3.104855823E0,-2.076880634E-2,6.184828654E-2,-1.527118147E-4
3.107232542E0,-2.076880634E-2,6.429167092E-2,-1.527118147E-4
3.109609313E0,-2.199050039E-2,6.673506647E-2,-1.374406274E-3
3.111986032E0,-1.954711229E-2,6.902574003E-2,-1.221694518E-3
3.114362750E0,-2.199050039E-2,7.269082218E-2,-1.374406274E-3
3.116739469E0,-2.321219631E-2,7.269082218E-2,-2.596100792E-3
3.119116188E0,-2.199050039E-2,7.742489129E-2,0.000000000E0
3.121492907E0,-2.199050039E-2,7.986827940E-2,-2.443389036E-3
3.123869625E0,-2.199050039E-2,8.108997345E-2,0.000000000E0
3.126246396E0,-1.954711229E-2,8.231166750E-2,-1.221694518E-3
3.128623115E0,-2.076880634E-2,8.353336155E-2,-2.443389036E-3
3.130999834E0,-2.076880634E-2,8.231166750E-2,-3.665083554E-3
3.133376553E0,-1.817270555E-2,8.231166750E-2,-1.221694518E-3
3.135753271E0,-1.939439960E-2,8.353336155E-2,-2.443389036E-3
3.138129990E0,-1.817270555E-2,8.108997345E-2,-2.443389036E-3
3.140506709E0,-1.817270555E-2,8.108997345E-2,-2.443389036E-3
3.142883480E0,-1.817270555E-2,8.108997345E-2,-2.443389036E-3
3.145260198E0,-1.695101149E-2,7.742489129E-2,-2.443389036E-3
3.147636917E0,-1.572931744E-2,7.513421029E-2,0.000000000E0
3.150013636E0,-1.695101149E-2,7.391251624E-2,-1.221694518E-3
3.152390355E0,-1.695101149E-2,7.146912813E-2,1.221694518E-3
3.154767073E0,-1.695101149E-2,6.551336497E-2,-1.221694518E-3
3.157143844E0,-1.832541823E-2,6.429167092E-2,-1.374406274E-3
3.159520563E0,-1.954711229E-2,6.184828654E-2,-1.527118147E-4
3.161897282E0,-1.954711229E-2,5.955760926E-2,-2.596100792E-3
3.164274000E0,-1.832541823E-2,5.589252338E-2,-2.596100792E-3
3.166650719E0,-1.954711229E-2,5.589252338E-2,-3.817795310E-3
3.169027438E0,-2.199050039E-2,4.993676394E-2,-6.413896102E-3
3.171404157E0,-1.954711229E-2,5.115845799E-2,-3.970507067E-3
3.173780928E0,-2.076880634E-2,5.115845799E-2,-6.413896102E-3
3.176157646E0,-2.076880634E-2,5.222744122E-2,-6.413896102E-3
3.178534365E0,-2.199050039E-2,5.238015205E-2,-6.413896102E-3
3.180911084E0,-2.199050039E-2,5.115845799E-2,-5.192201585E-3
3.183287803E0,-2.458660305E-2,5.115845799E-2,-8.857285604E-3
3.185664521E0,-2.458660305E-2,5.344913527E-2,-7.635590620E-3
3.188041292E0,-2.702999115E-2,5.467082933E-2,-8.857285604E-3
3.190418011E0,-2.702999115E-2,5.711421743E-2,-8.857285604E-3
3.192794730E0,-3.069507517E-2,5.955760926E-2,-8.857285604E-3
3.195171448E0,-3.206948191E-2,5.711421743E-2,-9.009997360E-3
3.197548167E0,-2.947338112E-2,5.833591148E-2,-8.857285604E-3
3.199924886E0,-3.069507517E-2,5.833591148E-2,-9.009997360E-3
3.202301657E0,-3.329117596E-2,5.833591148E-2,-9.009997360E-3
3.204678375E0,-3.329117596E-2,5.833591148E-2,-9.009997360E-3
3.207055094E0,-3.329117596E-2,5.833591148E-2,-7.788302377E-3
3.209431813E0,-3.451287001E-2,5.955760926E-2,-7.788302377E-3
3.211808532E0,-3.817795217E-2,5.955760926E-2,-6.566607859E-3
3.214185250E0,-3.817795217E-2,5.955760926E-2,-5.344913341E-3
3.216561969E0,-3.817795217E-2,5.711421743E-2,-6.566607859E-3
3.218938740E0,-3.817795217E-2,5.589252338E-2,-5.344913341E-3
3.221315459E0,-4.077405483E-2,5.955760926E-2,-5.497625098E-3
3.223692178E0,-4.199574888E-2,5.711421743E-2,-4.275931045E-3
3.226068896E0,-4.077405483E-2,5.711421743E-2,-5.497625098E-3
3.228445615E0,-4.077405483E-2,5.589252338E-2,-5.497625098E-3
3.230822334E0,-4.566083103E-2,5.833591148E-2,-5.497625098E-3
3.233199053E0,-4.321744293E-2,5.833591148E-2,-6.719320081E-3
3.235575823E0,-4.321744293E-2,5.955760926E-2,-7.941014133E-3
3.237952542E0,-4.321744293E-2,6.077930331E-2,-9.162709117E-3
3.240329261E0,-4.443913698E-2,6.077930331E-2,-1.038440317E-2
3.242705980E0,-4.443913698E-2,6.200099736E-2,-1.160609815E-2
3.245082698E0,-4.199574888E-2,6.200099736E-2,-1.038440317E-2
3.247459417E0,-4.321744293E-2,6.429167092E-2,-1.160609815E-2
3.249836188E0,-4.199574888E-2,6.673506647E-2,-1.145338640E-2
3.252212907E0,-4.321744293E-2,6.673506647E-2,-1.282779220E-2
3.254589625E0,-4.199574888E-2,6.551336497E-2,-1.282779220E-2
3.256966344E0,-4.199574888E-2,6.795676053E-2,-1.389677543E-2
3.259343063E0,-4.321744293E-2,6.673506647E-2,-1.282779220E-2
3.261719782E0,-4.077405483E-2,6.551336497E-2,-1.145338640E-2
3.264096500E0,-4.199574888E-2,6.673506647E-2,-1.023169141E-2
3.266473271E0,-4.062134400E-2,6.551336497E-2,-1.389677543E-2
3.268849990E0,-3.939964995E-2,6.200099736E-2,-1.267508045E-2
3.271226709E0,-3.817795217E-2,6.306997687E-2,-1.267508045E-2
3.273603428E0,-3.695625812E-2,6.429167092E-2,-1.389677543E-2
3.275980146E0,-3.695625812E-2,6.200099736E-2,-1.267508045E-2
3.278356917E0,-3.695625812E-2,6.429167092E-2,-1.267508045E-2
3.280733636E0,-3.573456407E-2,6.306997687E-2,-1.023169141E-2
3.283110355E0,-3.451287001E-2,6.306997687E-2,-1.145338640E-2
3.285487073E0,-3.329117596E-2,6.306997687E-2,-1.023169141E-2
3.287863792E0,-3.329117596E-2,6.551336497E-2,-1.007897966E-2
3.290240511E0,-3.451287001E-2,6.306997687E-2,-1.023169141E-2
3.292617230E0,-3.329117596E-2,6.184828654E-2,-9.009997360E-3
3.294993948E0,-3.329117596E-2,5.833591148E-2,-9.009997360E-3
3.297370719E0,-3.573456407E-2,5.833591148E-2,-1.145338640E-2
3.299747438E0,-3.695625812E-2,5.589252338E-2,-1.145338640E-2
3.302124157E0,-3.695625812E-2,5.589252338E-2,-1.023169141E-2
3.304500875E0,-3.955236077E-2,5.360184610E-2,-1.160609815E-2
3.306877594E0,-3.817795217E-2,5.238015205E-2,-1.282779220E-2
3.309254313E0,-4.199574888E-2,5.360184610E-2,-1.282779220E-2
3.311631084E0,-4.199574888E-2,5.833591148E-2,-1.282779220E-2
3.314007803E0,-4.321744293E-2,5.955760926E-2,-1.649287529E-2
3.316384521E0,-4.688252881E-2,6.200099736E-2,-1.527118124E-2
3.318761240E0,-4.566083103E-2,6.077930331E-2,-1.404948719E-2
3.321137959E0,-4.566083103E-2,6.551336497E-2,-1.893626526E-2
3.323514678E0,-4.688252881E-2,6.551336497E-2,-1.771457121E-2
3.325891396E0,-4.566083103E-2,7.162184268E-2,-1.649287529E-2
3.328268167E0,-4.566083103E-2,7.162184268E-2,-1.649287529E-2
3.330644886E0,-4.443913698E-2,7.269082218E-2,-1.893626526E-2
3.333021605E0,-4.443913698E-2,7.391251624E-2,-1.756185852E-2
3.335398323E0,-4.443913698E-2,7.269082218E-2,-1.893626526E-2
3.337775042E0,-4.184303805E-2,7.391251624E-2,-1.878355257E-2
3.340151761E0,-4.062134400E-2,7.391251624E-2,-1.634016447E-2
3.342528532E0,-4.199574888E-2,6.795676053E-2,-1.634016447E-2
3.344905250E0,-4.077405483E-2,6.077930331E-2,-1.527118124E-2
3.347281969E0,-4.321744293E-2,5.833591148E-2,-1.404948719E-2
3.349658688E0,-4.443913698E-2,5.360184610E-2,-1.282779220E-2
3.352035407E0,-4.566083103E-2,4.993676394E-2,-1.298050396E-2
3.354412125E0,-4.703523964E-2,4.642439261E-2,-1.420219894E-2
3.356788844E0,-5.070032179E-2,4.153761268E-2,-1.313321572E-2
3.359165615E0,-5.070032179E-2,4.031591862E-2,-1.313321572E-2
3.361542334E0,-5.207473040E-2,3.680354729E-2,-1.313321572E-2
3.363919053E0,-5.207473040E-2,3.313846514E-2,-1.068982668E-2
3.366295771E0,-5.207473040E-2,3.313846514E-2,-1.313321572E-2
3.368672490E0,-5.207473040E-2,3.313846514E-2,-1.191152167E-2
3.371049261E0,-4.947862774E-2,3.313846514E-2,-1.191152167E-2
3.373425980E0,-5.070032179E-2,3.191677108E-2,-1.191152167E-2
3.375802698E0,-4.703523964E-2,3.191677108E-2,-1.068982668E-2
3.378179417E0,-4.703523964E-2,3.191677108E-2,-1.068982668E-2
3.380556136E0,-4.581354558E-2,2.840439789E-2,-1.191152167E-2
3.382932855E0,-4.459185153E-2,2.718270384E-2,-1.191152167E-2
3.385309573E0,-4.825693369E-2,2.596100792E-2,-1.191152167E-2
3.387686344E0,-4.581354558E-2,2.596100792E-2,-1.068982668E-2
3.390063063E0,-4.703523964E-2,2.596100792E-2,-7.024743594E-3
3.392439782E0,-4.825693369E-2,2.596100792E-2,-1.068982668E-2
3.394816500E0,-4.947862774E-2,2.840439789E-2,-1.068982668E-2
3.397193219E0,-4.947862774E-2,2.840439789E-2,-1.068982668E-2
3.399569938E0,-5.085303262E-2,3.069507517E-2,-1.068982668E-2
3.401946657E0,-4.825693369E-2,3.069507517E-2,-1.068982668E-2
3.404323428E0,-4.703523964E-2,3.436015919E-2,-1.191152167E-2
3.406700146E0,-4.703523964E-2,3.313846514E-2,-1.191152167E-2
3.409076865E0,-4.321744293E-2,3.313846514E-2,-1.298050396E-2
3.411453584E0,-4.581354558E-2,3.313846514E-2,-1.313321572E-2
3.413830303E0,-4.581354558E-2,3.313846514E-2,-1.435491070E-2
3.416207021E0,-4.703523964E-2,3.313846514E-2,-1.313321572E-2
3.418583740E0,-4.459185153E-2,3.069507517E-2,-1.435491070E-2
3.420960511E0,-4.703523964E-2,3.191677108E-2,-1.435491070E-2
3.423337230E0,-4.703523964E-2,2.840439789E-2,-1.557660475E-2
3.425713948E0,-4.825693369E-2,2.596100792E-2,-1.557660475E-2
3.428090667E0,-4.947862774E-2,2.596100792E-2,-1.939439960E-2
3.430467386E0,-5.207473040E-2,2.596100792E-2,-1.695101149E-2
3.432844105E0,-5.207473040E-2,2.962609194E-2,-1.572931744E-2
3.435220875E0,-5.207473040E-2,3.191677108E-2,-1.572931744E-2
3.437597594E0,-5.329642445E-2,3.558185324E-2,-1.572931744E-2
3.439974313E0,-5.192201585E-2,3.802524135E-2,-1.679829881E-2
3.442351032E0,-5.192201585E-2,4.153761268E-2,-1.679829881E-2
3.444727750E0,-5.314370990E-2,4.642439261E-2,-1.557660475E-2
3.447104469E0,-5.070032179E-2,5.238015205E-2,-1.420219894E-2
3.449481240E0,-4.825693369E-2,5.711421743E-2,-1.664558798E-2
3.451857959E0,-4.688252881E-2,5.833591148E-2,-1.542389300E-2
3.454234678E0,-4.566083103E-2,6.200099736E-2,-1.649287529E-2
3.456611396E0,-4.566083103E-2,6.429167092E-2,-1.893626526E-2
3.458988115E0,-4.321744293E-2,6.917845458E-2,-1.771457121E-2
3.461364834E0,-4.062134400E-2,6.917845458E-2,-1.634016447E-2
3.463741553E0,-4.199574888E-2,7.146912813E-2,-1.511846948E-2
3.466118323E0,-4.199574888E-2,6.917845458E-2,-1.756185852E-2
3.468495042E0,-3.817795217E-2,6.673506647E-2,-1.634016447E-2
3.470871761E0,-3.817795217E-2,6.200099736E-2,-1.389677543E-2
3.473248480E0,-4.077405483E-2,5.833591148E-2,-1.527118124E-2
3.475625198E0,-3.955236077E-2,5.115845799E-2,-1.527118124E-2
3.478001917E0,-4.077405483E-2,4.153761268E-2,-1.542389300E-2
3.480378636E0,-4.077405483E-2,3.558185324E-2,-1.420219894E-2
3.482755407E0,-3.955236077E-2,3.558185324E-2,-1.298050396E-2
3.485132125E0,-3.833066672E-2,4.031591862E-2,-1.160609815E-2
3.487508844E0,-3.695625812E-2,4.993676394E-2,-7.941014133E-3
3.489885563E0,-3.817795217E-2,5.589252338E-2,-9.162709117E-3
3.492262282E0,-3.695625812E-2,5.833591148E-2,-6.566607859E-3
3.494639000E0,-3.955236077E-2,5.467082933E-2,-7.941014133E-3
3.497015771E0,-3.695625812E-2,5.115845799E-2,-9.162709117E-3
3.499392490E0,-3.573456407E-2,5.115845799E-2,-7.788302377E-3
3.501769209E0,-3.573456407E-2,4.871506989E-2,-9.162709117E-3
3.504145928E0,-3.451287001E-2,5.115845799E-2,-1.023169141E-2
3.506522646E0,-3.329117596E-2,5.238015205E-2,-7.788302377E-3
3.508899365E0,-3.206948191E-2,5.344913527E-2,-9.009997360E-3
3.511276136E0,-2.947338112E-2,5.589252338E-2,-9.009997360E-3
3.513652855E0,-3.069507517E-2,5.344913527E-2,-1.023169141E-2
3.516029573E0,-2.947338112E-2,5.467082933E-2,-9.009997360E-3
3.518406292E0,-2.702999115E-2,5.589252338E-2,-6.413896102E-3
3.520783011E0,-2.702999115E-2,5.833591148E-2,-8.857285604E-3
3.523159730E0,-2.825168520E-2,5.467082933E-2,-1.007897966E-2
3.525536448E0,-2.702999115E-2,5.467082933E-2,-1.007897966E-2
3.527913219E0,-2.580829710E-2,5.238015205E-2,-7.635590620E-3
3.530289938E0,-2.580829710E-2,4.749337584E-2,-7.788302377E-3
3.532666657E0,-2.702999115E-2,4.398100078E-2,-9.009997360E-3
3.535043375E0,-2.458660305E-2,3.787253052E-2,-9.009997360E-3
3.537420094E0,-2.458660305E-2,3.665083647E-2,-7.788302377E-3
3.539796813E0,-2.336490713E-2,3.191677108E-2,-7.788302377E-3
3.542173584E0,-2.336490713E-2,2.351761982E-2,-6.719320081E-3
3.544550303E0,-2.214321308E-2,1.038440317E-2,-6.719320081E-3
3.546927021E0,-2.214321308E-2,-7.635590620E-3,-6.872031838E-3
3.549303740E0,-2.473931387E-2,-1.847812906E-2,-9.468132630E-3
3.551680459E0,-2.351761982E-2,-1.130067464E-2,-4.428642802E-3
3.554057178E0,-2.214321308E-2,-2.901524538E-3,-4.428642802E-3
3.556433948E0,-2.214321308E-2,3.054236295E-3,-1.832541777E-3
3.558810667E0,-2.336490713E-2,6.719320081E-3,-3.054236295E-3
3.561187386E0,-2.214321308E-2,4.275931045E-3,-4.275931045E-3
3.563564105E0,-2.214321308E-2,3.054236295E-3,-4.428642802E-3
3.565940823E0,-2.214321308E-2,-4.581354442E-4,-3.206948051E-3
3.568317542E0,-2.336490713E-2,4.275931045E-3,-3.206948051E-3
3.570694313E0,-2.214321308E-2,3.054236295E-3,-1.832541777E-3
3.573071032E0,-2.214321308E-2,5.497625098E-3,-6.108472589E-4
3.575447750E0,-2.214321308E-2,4.275931045E-3,-6.108472589E-4
3.577824469E0,-2.092151903E-2,4.275931045E-3,-1.832541777E-3
3.580201188E0,-2.092151903E-2,1.023169141E-2,-3.054236295E-3
3.582577907E0,-1.847812906E-2,9.162709117E-3,-5.497625098E-3
3.584954625E0,-1.725643501E-2,1.145338640E-2,-2.901524538E-3
3.587331396E0,-1.847812906E-2,1.389677543E-2,-6.719320081E-3
3.589708115E0,-1.969982497E-2,1.634016447E-2,-6.719320081E-3
3.592084834E0,-2.092151903E-2,1.985253580E-2,-4.123218823E-3
3.594461553E0,-1.832541823E-2,2.107422985E-2,-4.123218823E-3
3.596838271E0,-1.969982497E-2,2.351761982E-2,-6.566607859E-3
3.599214990E0,-1.969982497E-2,2.702999115E-2,-5.344913341E-3
3.601591761E0,-1.954711229E-2,2.825168520E-2,-5.344913341E-3
3.603968480E0,-2.214321308E-2,3.191677108E-2,-6.566607859E-3
3.606345198E0,-2.092151903E-2,3.313846514E-2,-6.566607859E-3
3.608721917E0,-2.076880634E-2,3.665083647E-2,-7.788302377E-3
3.611098636E0,-2.076880634E-2,3.909422457E-2,-5.192201585E-3
3.613475355E0,-2.214321308E-2,3.909422457E-2,-7.788302377E-3
