"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.775417625E0,9.680670500E-2,1.145332530E-1,-1.037601382E-2
3.785454625E0,1.021469310E-1,1.115401611E-1,-1.021596324E-2
3.795491625E0,1.088676825E-1,1.094951183E-1,-5.403897725E-3
3.805528625E0,1.102100760E-1,1.131162569E-1,-7.000193000E-5
3.815565625E0,1.079162955E-1,1.234562472E-1,5.841682665E-3
3.825602625E0,1.015623882E-1,1.367542744E-1,1.189841237E-2
3.835639625E0,9.885368496E-2,1.494024247E-1,1.687692478E-2
3.845676125E0,9.939129651E-2,1.611995995E-1,2.072584257E-2
3.855713125E0,9.770578146E-2,1.699411720E-1,2.544043586E-2
3.865750125E0,9.669899940E-2,1.638005376E-1,3.154928237E-2
3.875787125E0,1.031691432E-1,1.514964700E-1,3.917444497E-2
3.885824125E0,1.028899997E-1,1.371063292E-1,4.463153705E-2
3.895861125E0,1.121444851E-1,1.276771426E-1,5.143990740E-2
3.905898125E0,1.208074465E-1,1.309865564E-1,5.371037871E-2
3.915935125E0,1.303412914E-1,1.471263766E-1,4.808418453E-2
3.925972125E0,1.379130036E-1,1.637562662E-1,4.264263064E-2
3.936009125E0,1.430105567E-1,1.802705377E-1,4.085111991E-2
3.946046125E0,1.423841119E-1,2.036186904E-1,3.586773202E-2
3.956083125E0,1.404394656E-1,2.445679903E-1,2.991476469E-2
3.966120125E0,1.325722039E-1,2.668464184E-1,2.820374258E-2
3.976157125E0,1.239044070E-1,2.546688616E-1,2.755419724E-2
3.986194125E0,1.108760238E-1,2.156581283E-1,2.066628262E-2
3.996231125E0,9.170073271E-2,1.728542000E-1,1.188477408E-2
4.006268125E0,7.185213268E-2,1.598708183E-1,1.436801814E-2
4.016305125E0,4.296535999E-2,1.518531144E-1,1.951271296E-2
4.026342125E0,1.169263385E-2,1.289056540E-1,2.624671720E-2
4.036379125E0,-2.563156933E-2,8.521011472E-2,2.471992746E-2
4.046416125E0,-5.456869304E-2,6.503371894E-2,2.608205751E-2
4.056454125E0,-7.411202788E-2,1.064179093E-1,2.506766096E-2
4.066491125E0,-8.483584970E-2,2.042160630E-1,2.818240598E-2
4.076528125E0,-1.031168550E-1,3.041309416E-1,2.387394756E-2
4.086565125E0,-1.361411363E-1,3.720422983E-1,1.903811470E-2
4.096602125E0,-1.848455518E-1,3.981218338E-1,1.945729554E-2
4.106639125E0,-2.409643382E-1,3.670612574E-1,2.567867376E-2
4.116676125E0,-3.005043566E-1,2.959061265E-1,3.451025113E-2
4.126713125E0,-3.617081642E-1,1.869230717E-1,4.842663929E-2
4.136750125E0,-3.929862082E-1,7.102549076E-2,6.384927034E-2
4.146787125E0,-3.822469115E-1,-1.568873599E-2,6.800869107E-2
4.156824125E0,-3.307970166E-1,-4.389294237E-2,6.754875928E-2
4.166861125E0,-2.574017644E-1,-2.228469960E-2,7.110092044E-2
4.176898125E0,-1.738930047E-1,1.797696948E-2,7.219041884E-2
4.186935125E0,-1.010133922E-1,9.552261233E-2,6.953547150E-2
4.196972125E0,-5.453457683E-2,2.044677436E-1,6.616070867E-2
4.207009125E0,-3.608985990E-2,3.080555201E-1,7.555872947E-2
4.217046125E0,-2.763778530E-2,3.555670977E-1,9.503442049E-2
4.227083125E0,-2.446271665E-2,3.225348592E-1,1.237640604E-1
4.237120125E0,-2.240302786E-2,2.399800718E-1,1.458752304E-1
4.247157125E0,-1.397630014E-2,1.431608349E-1,1.769047827E-1
4.257194125E0,3.136894666E-4,7.175189257E-2,2.108715326E-1
4.267231125E0,1.076696999E-2,5.776172876E-2,2.309125215E-1
4.277268125E0,1.336355135E-2,7.847606391E-2,2.230447382E-1
4.287305125E0,8.754743263E-3,1.173184663E-1,2.015675604E-1
4.297342125E0,2.367151901E-3,1.349720210E-1,1.763865799E-1
4.307379125E0,2.122686477E-3,1.252959222E-1,1.468253434E-1
4.317416125E0,1.052948646E-2,9.023380280E-2,1.058209240E-1
4.327453125E0,2.535265684E-2,4.720725492E-2,5.569152907E-2
4.337490125E0,4.123441875E-2,1.559952646E-2,3.921007738E-3
4.347527125E0,7.153161615E-2,1.166225970E-2,-4.666480795E-2
4.357564125E0,1.083823144E-1,3.392015770E-2,-8.402069658E-2
4.367601125E0,1.541111618E-1,8.049570024E-2,-9.793824703E-2
4.377638125E0,2.031905651E-1,1.294310093E-1,-9.806741029E-2
4.387675125E0,2.364591360E-1,1.844902188E-1,-9.210851789E-2
4.397712125E0,2.546016276E-1,2.215252072E-1,-8.372089267E-2
4.407749125E0,2.509129047E-1,2.453357428E-1,-7.167479396E-2
4.417786125E0,2.367472947E-1,2.324907780E-1,-5.252586678E-2
4.427824125E0,2.175374329E-1,1.956525147E-1,-2.235724032E-2
4.437861125E0,1.957335919E-1,1.363891959E-1,4.291947000E-3
4.447898125E0,1.793622077E-1,5.697818846E-2,3.703454137E-2
4.457935125E0,1.844155639E-1,-2.530576661E-2,6.599988043E-2
4.467972125E0,2.058929205E-1,-9.183886647E-2,7.897135615E-2
4.478009125E0,2.322414368E-1,-1.193288118E-1,7.393559068E-2
4.488046125E0,2.621750534E-1,-1.015198380E-1,6.080607697E-2
4.498083125E0,2.870084941E-1,-5.916759372E-2,4.247421026E-2
4.508120125E0,3.125731051E-1,-1.757513918E-2,3.435543552E-2
4.518157125E0,3.224049509E-1,3.213968500E-2,3.991611302E-2
4.528194125E0,3.280519843E-1,6.535520405E-2,6.294535100E-2
4.538231125E0,3.245869577E-1,8.422849327E-2,9.930095822E-2
4.548268125E0,3.323042691E-1,8.671094477E-2,1.256612092E-1
4.558305125E0,3.462041020E-1,9.057386220E-2,1.336584240E-1
4.568342125E0,3.567837179E-1,1.141177118E-1,1.231500581E-1
4.578379125E0,3.508155644E-1,1.613704562E-1,1.158037260E-1
4.588416125E0,3.208136559E-1,2.268454432E-1,1.361457407E-1
4.598453125E0,2.588285804E-1,2.513425052E-1,1.690789312E-1
4.608490125E0,1.495552510E-1,1.829953641E-1,1.986405551E-1
4.618527125E0,1.620253362E-2,4.730864614E-2,1.993151307E-1
4.628564125E0,-1.182885841E-1,-9.004478157E-2,1.727961898E-1
4.638601125E0,-2.463013977E-1,-1.953565478E-1,1.916188747E-1
4.648638125E0,-3.514659703E-1,-2.526347935E-1,2.254058719E-1
4.658675125E0,-4.199555516E-1,-2.746878862E-1,2.257387638E-1
4.668712125E0,-4.466211200E-1,-3.006903529E-1,1.923277676E-1
4.678749125E0,-4.196004272E-1,-3.484839797E-1,1.295464039E-1
4.688786125E0,-3.434208333E-1,-4.304766953E-1,3.077699617E-2
4.698823125E0,-2.527199388E-1,-5.214750171E-1,-7.425594330E-2
4.708860125E0,-1.453914493E-1,-5.294249058E-1,-1.571483761E-1
4.718897125E0,-2.917056903E-2,-4.364524186E-1,-2.176471502E-1
4.728934125E0,8.538706601E-2,-2.661753297E-1,-2.335480452E-1
4.738971125E0,1.633756012E-1,-7.663787901E-2,-2.242512256E-1
4.749008125E0,1.938518286E-1,1.290239245E-1,-1.919015944E-1
4.759045125E0,1.559436023E-1,3.033888042E-1,-1.322369277E-1
4.769082125E0,6.883219630E-2,3.961120248E-1,-4.617406055E-2
4.779119125E0,-4.208766669E-2,4.398467243E-1,3.256043419E-2
4.789156125E0,-1.478030384E-1,4.805427492E-1,7.866324484E-2
4.799193125E0,-2.227590382E-1,5.101483464E-1,7.967551053E-2
4.809230125E0,-2.492188215E-1,4.672116041E-1,4.937960953E-2
4.819268125E0,-2.552612424E-1,3.191965818E-1,4.065126181E-3
4.829305125E0,-2.325285077E-1,8.750737458E-2,-6.233533472E-2
4.839342375E0,-1.930719167E-1,-1.516836435E-1,-1.503632069E-1
4.849379375E0,-1.557533145E-1,-4.124579132E-1,-2.480632514E-1
4.859416375E0,-1.215218380E-1,-6.500343084E-1,-3.491587341E-1
4.869453375E0,-9.789645672E-2,-8.339096308E-1,-4.325795472E-1
4.879490375E0,-1.089656204E-1,-8.975490928E-1,-4.885980487E-1
4.889527375E0,-1.564246565E-1,-8.295274973E-1,-5.241975188E-1
4.899564375E0,-2.344278544E-1,-6.760729551E-1,-5.273618698E-1
4.909601375E0,-3.218123019E-1,-4.730975926E-1,-5.131235719E-1
4.919638375E0,-4.134388864E-1,-2.346253991E-1,-4.855840802E-1
4.929675375E0,-4.894404113E-1,-5.898009054E-3,-4.397903383E-1
4.939712375E0,-5.389448404E-1,1.731399149E-1,-3.808684349E-1
4.949749375E0,-5.516265035E-1,2.563167512E-1,-3.211573362E-1
4.959786375E0,-5.559522510E-1,2.300332040E-1,-2.592966259E-1
4.969823375E0,-5.434682965E-1,1.490449607E-1,-2.050999105E-1
4.979860375E0,-5.250951648E-1,6.273403764E-2,-1.635037363E-1
4.989897375E0,-5.083646774E-1,-2.124167513E-3,-1.315220147E-1
4.999934375E0,-4.904591739E-1,-6.607944518E-2,-1.123083830E-1
5.009971375E0,-4.768670201E-1,-1.402544528E-1,-1.039930657E-1
5.020008375E0,-4.734672308E-1,-2.403834462E-1,-9.887420386E-2
5.030045375E0,-4.831889272E-1,-3.729333878E-1,-9.015324712E-2
5.040082375E0,-4.857663214E-1,-4.924510121E-1,-6.921361387E-2
5.050119375E0,-4.898466766E-1,-6.056665778E-1,-3.902164847E-2
5.060156375E0,-5.037678480E-1,-6.618552804E-1,-1.777814515E-2
5.070193375E0,-5.262441635E-1,-6.125733852E-1,4.548859783E-3
5.080230375E0,-5.748151541E-1,-4.791391790E-1,3.026887029E-2
5.090267375E0,-6.166771054E-1,-2.751529217E-1,6.418168545E-2
5.100304375E0,-6.489765048E-1,-4.790567979E-2,8.152445406E-2
5.110341375E0,-6.628862023E-1,1.325588673E-1,8.677189052E-2
5.120378375E0,-6.750088930E-1,2.069801092E-1,8.098936826E-2
5.130415375E0,-6.907476783E-1,2.041091770E-1,7.001812756E-2
5.140452375E0,-7.002328038E-1,1.636461765E-1,7.068818063E-2
5.150489375E0,-7.029908895E-1,1.047701538E-1,9.392867982E-2
5.160526375E0,-6.827804446E-1,4.611829296E-2,1.068921536E-1
5.170563375E0,-6.658440828E-1,1.266151667E-2,1.055407897E-1
5.180601375E0,-6.579321027E-1,1.093818620E-2,8.327703178E-2
5.190638375E0,-6.353310347E-1,1.741496474E-2,5.677055568E-2
5.200675375E0,-6.019417048E-1,4.957760684E-3,1.602232829E-2
5.210712375E0,-5.756422281E-1,-7.105551660E-2,-2.405640483E-2
5.220749375E0,-5.431247950E-1,-2.076221555E-1,-5.308805779E-2
5.230786375E0,-5.230787396E-1,-3.696224988E-1,-7.624959201E-2
5.240823375E0,-5.218145251E-1,-4.846497476E-1,-8.998245001E-2
5.250860375E0,-4.882361293E-1,-4.322046340E-1,-9.003779292E-2
5.260897375E0,-3.957309425E-1,-1.086942106E-1,-1.246583536E-1
5.270934375E0,-2.703613341E-1,3.986511230E-1,-2.097769678E-1
5.280971375E0,-5.851965025E-2,9.356564879E-1,-3.412271440E-1
5.291008375E0,2.498390079E-1,1.344810486E0,-4.518305361E-1
5.301045375E0,5.533008575E-1,1.530096173E0,-5.391513705E-1
5.311082375E0,7.441833019E-1,1.436514974E0,-5.680843592E-1
5.321119375E0,7.563997507E-1,9.803116918E-1,-4.538494051E-1
5.331156375E0,6.655881405E-1,3.179814219E-1,-2.986187637E-1
5.341193375E0,5.495893955E-1,-2.304968834E-1,-1.452811658E-1
5.351230375E0,4.243633449E-1,-5.789356232E-1,-1.363757346E-2
5.361267375E0,3.079781532E-1,-7.588295341E-1,7.462890446E-2
5.371304375E0,2.274964899E-1,-8.485216498E-1,1.430706531E-1
5.381341375E0,1.838001311E-1,-8.505941033E-1,1.938677877E-1
5.391378375E0,1.671087146E-1,-6.747819781E-1,2.117964327E-1
5.401415375E0,1.743652970E-1,-3.379996717E-1,2.068043351E-1
5.411452375E0,2.075041533E-1,4.126146436E-2,1.986618489E-1
5.421489375E0,2.769931853E-1,3.808230162E-1,1.982061863E-1
5.431526375E0,3.781594038E-1,6.474502683E-1,1.726262420E-1
5.441563375E0,4.883788526E-1,8.266043067E-1,1.269447803E-1
5.451600375E0,5.763444901E-1,8.876912594E-1,7.144287229E-2
5.461637375E0,6.233745813E-1,8.265287876E-1,3.936189786E-2
5.471674375E0,6.260789037E-1,6.453765035E-1,6.651584804E-2
5.481711375E0,6.160446405E-1,3.977491260E-1,1.434268802E-1
5.491748375E0,6.044209003E-1,9.023343027E-2,2.511846125E-1
5.501785375E0,5.939458609E-1,-1.912014335E-1,3.544830382E-1
5.511822375E0,5.805128217E-1,-3.670460880E-1,4.686562419E-1
5.521860375E0,5.567627549E-1,-4.126367271E-1,5.613827109E-1
5.531897375E0,5.232161283E-1,-3.498040140E-1,6.040188074E-1
5.541934375E0,4.740110338E-1,-2.318374366E-1,6.160944104E-1
5.551971375E0,4.237388074E-1,-1.063873693E-1,6.090809703E-1
5.562008375E0,3.721219599E-1,-6.014131010E-2,5.632886887E-1
5.572045375E0,3.237249255E-1,-8.932403475E-2,5.060569644E-1
5.582082375E0,2.844265401E-1,-1.502339840E-1,4.423525333E-1
5.592119375E0,2.600399852E-1,-1.839178503E-1,3.650701344E-1
5.602156375E0,2.634842694E-1,-1.280114353E-1,2.793754935E-1
5.612193375E0,2.832595706E-1,-1.715762168E-2,2.023382187E-1
5.622230375E0,3.085364103E-1,8.866094798E-2,1.304091662E-1
5.632267375E0,3.551982343E-1,1.262618303E-1,7.379963249E-2
5.642304375E0,4.064883292E-1,5.776798353E-2,3.704641014E-2
5.652341375E0,4.273061454E-1,-8.151914924E-2,7.865455933E-3
5.662378375E0,4.223744869E-1,-2.358908653E-1,-7.209484465E-5
5.672415375E0,4.064701498E-1,-3.641953170E-1,1.077783853E-2
5.682452375E0,3.836897612E-1,-4.421305954E-1,1.540534850E-2
5.692489375E0,3.537972271E-1,-4.722008407E-1,6.161416881E-3
5.702526375E0,3.346759975E-1,-4.582655728E-1,-1.674629562E-2
5.712563375E0,3.325768113E-1,-4.195609093E-1,-3.349155560E-2
5.722600375E0,3.588547409E-1,-3.823794723E-1,-3.801013902E-2
5.732637375E0,4.074846506E-1,-3.268703222E-1,-5.810958892E-2
5.742674375E0,4.823242724E-1,-2.278526574E-1,-9.147446603E-2
5.752711375E0,5.609960556E-1,-8.451110870E-2,-1.317319721E-1
5.762748375E0,6.330204606E-1,8.146961033E-2,-1.802475750E-1
5.772785375E0,6.786128283E-1,2.177630067E-1,-2.357688695E-1
5.782822375E0,7.110469341E-1,2.876856327E-1,-2.705692053E-1
5.792859375E0,7.224283814E-1,3.116339147E-1,-2.631827593E-1
5.802896375E0,7.035678625E-1,3.136448562E-1,-2.184530944E-1
5.812933375E0,6.643280983E-1,2.983534932E-1,-1.568087041E-1
5.822970375E0,6.058011055E-1,2.601768076E-1,-9.220227599E-2
5.833007375E0,5.395228863E-1,1.958367079E-1,-3.854199499E-2
5.843045167E0,4.666460454E-1,8.813687414E-2,1.009770948E-2
5.853082167E0,4.006530046E-1,-4.762944207E-2,6.495198607E-2
5.863119167E0,3.582797050E-1,-1.784851849E-1,1.177890971E-1
5.873156167E0,3.477886021E-1,-3.061866760E-1,1.781994998E-1
5.883194167E0,3.466368020E-1,-4.511617124E-1,2.207954228E-1
5.893231167E0,3.463440239E-1,-6.511146426E-1,2.273408473E-1
5.903268167E0,3.374410868E-1,-8.539095521E-1,2.048185021E-1
5.913305167E0,3.110224307E-1,-8.384970427E-1,1.594356894E-1
5.923342167E0,2.390251905E-1,-4.261806011E-1,1.417794675E-1
5.933379167E0,8.354625851E-2,2.127654701E-1,1.864844412E-1
5.943416167E0,-1.232902706E-1,6.724582314E-1,3.147026002E-1
5.953453167E0,-3.757165372E-1,8.134084940E-1,4.509563446E-1
5.963490167E0,-6.375121474E-1,8.601298928E-1,4.954961240E-1
5.973527167E0,-8.063998222E-1,8.051061034E-1,4.530131817E-1
5.983564167E0,-8.615022302E-1,5.020292997E-1,3.809317946E-1
5.993601167E0,-8.306847811E-1,6.099820137E-2,3.367632031E-1
6.003638167E0,-7.469259501E-1,-2.915079296E-1,3.197890222E-1
6.013675167E0,-5.785865188E-1,-4.598084986E-1,2.983497679E-1
6.023712167E0,-3.622944355E-1,-4.690483510E-1,2.394909710E-1
6.033749167E0,-1.545540392E-1,-3.618701100E-1,1.249886230E-1
6.043786167E0,8.134204894E-3,-2.054133564E-1,-1.766706258E-2
6.053823167E0,9.431549907E-2,-4.760266468E-2,-1.686019003E-1
6.063860167E0,1.361811757E-1,7.175542414E-2,-3.370124698E-1
6.073897167E0,1.686939150E-1,1.236859262E-1,-4.873301983E-1
6.083934167E0,1.877773255E-1,1.474948674E-1,-5.611082911E-1
6.093971167E0,1.254964620E-1,1.586517394E-1,-5.153245926E-1
6.104008167E0,-1.687478460E-2,1.758230031E-1,-4.186697006E-1
6.114045167E0,-1.982625574E-1,1.806723475E-1,-3.464575708E-1
6.124082167E0,-3.840233684E-1,1.407249272E-1,-2.913357317E-1
6.134119167E0,-5.608817339E-1,3.924657032E-2,-2.511530221E-1
6.144156167E0,-7.019217014E-1,-1.239117235E-1,-2.401480377E-1
6.154193167E0,-7.865546942E-1,-2.967127562E-1,-2.678642571E-1
6.164230167E0,-8.123599291E-1,-4.391343594E-1,-3.096788228E-1
6.174267167E0,-7.952886224E-1,-4.615642726E-1,-3.322724700E-1
6.184304167E0,-7.576924562E-1,-3.611460626E-1,-3.579690456E-1
6.194341167E0,-7.145339847E-1,-2.251546830E-1,-3.864796460E-1
6.204378167E0,-6.917346716E-1,-1.063540056E-1,-3.849400878E-1
6.214415167E0,-6.768630147E-1,1.643956057E-3,-3.760893345E-1
6.224452167E0,-6.531800628E-1,4.425666109E-2,-3.673040867E-1
6.234490167E0,-6.107395291E-1,3.793308884E-2,-3.557593822E-1
6.244527167E0,-5.628795624E-1,1.951759867E-2,-3.326774836E-1
6.254564167E0,-5.291993618E-1,3.911931999E-3,-2.846557498E-1
6.264601167E0,-5.136387944E-1,-4.460234195E-2,-2.098414600E-1
6.274638167E0,-5.013910532E-1,-1.081452146E-1,-1.249920279E-1
6.284675167E0,-4.880667031E-1,-1.754912287E-1,-4.857715592E-2
6.294712167E0,-5.040183067E-1,-2.386052907E-1,5.008349195E-3
6.304749167E0,-5.375749469E-1,-2.701483369E-1,5.985322222E-2
6.314786167E0,-5.685767531E-1,-2.793516219E-1,9.526711702E-2
6.324823167E0,-5.867858529E-1,-2.918293476E-1,1.123595536E-1
6.334860167E0,-5.875562429E-1,-3.245121837E-1,1.181536540E-1
6.344897167E0,-5.726990104E-1,-3.636100590E-1,1.115950868E-1
6.354934167E0,-5.537390709E-1,-3.946746886E-1,9.935108572E-2
6.364971167E0,-5.357685685E-1,-4.049747288E-1,8.251164854E-2
6.375008167E0,-5.349361300E-1,-3.801778853E-1,8.544678241E-2
6.385045167E0,-5.323206186E-1,-2.642163932E-1,7.535899431E-2
6.395082167E0,-5.529207587E-1,-3.208563104E-2,2.199042961E-2
6.405119167E0,-6.139484644E-1,2.701999247E-1,-4.749171063E-2
6.415156167E0,-7.072619200E-1,5.510562658E-1,-7.671879232E-2
6.425193167E0,-7.937725782E-1,6.973578334E-1,-7.193309069E-2
6.435230167E0,-8.233123422E-1,6.605412364E-1,-5.348508805E-2
6.445267167E0,-8.036094904E-1,4.802755415E-1,-3.118484281E-2
6.455304167E0,-7.662001252E-1,2.297551036E-1,-1.250378136E-2
6.465341167E0,-7.421554923E-1,-9.611678310E-3,-3.640515264E-3
6.475378167E0,-7.258611321E-1,-2.125425041E-1,-2.896010131E-2
6.485415167E0,-7.149062157E-1,-3.430355191E-1,-7.622774690E-2
6.495452167E0,-6.959702373E-1,-3.902343214E-1,-1.395947188E-1
6.505489167E0,-6.772511601E-1,-4.029767513E-1,-1.946989894E-1
6.515526167E0,-6.466986537E-1,-4.152822793E-1,-2.439837307E-1
6.525563167E0,-6.310576797E-1,-4.440830350E-1,-2.631337047E-1
6.535600167E0,-6.385620832E-1,-4.182614684E-1,-2.467676252E-1
6.545637167E0,-5.686780810E-1,-2.031078935E-1,-2.714386284E-1
6.555674167E0,-4.628821611E-1,2.354070991E-1,-3.721101880E-1
6.565711167E0,-2.836237252E-1,7.954112887E-1,-5.499297380E-1
6.575748167E0,8.000604808E-2,1.288143158E0,-7.542204857E-1
6.585786167E0,5.514407158E-1,1.661591768E0,-9.169220328E-1
6.595823167E0,9.226163626E-1,1.666541934E0,-9.237604141E-1
6.605860167E0,1.040506005E0,1.142931700E0,-7.897376418E-1
6.615897167E0,9.179474711E-1,2.525695860E-1,-5.971012712E-1
6.625934167E0,7.344932556E-1,-6.498069167E-1,-3.819708526E-1
6.635971167E0,6.085491180E-1,-1.270852923E0,-1.670345068E-1
6.646008167E0,5.014075041E-1,-1.480092764E0,-2.434447780E-2
6.656045167E0,3.702567816E-1,-1.319447517E0,4.243417457E-2
6.666082167E0,2.254359573E-1,-9.388590455E-1,7.945344597E-2
6.676119167E0,1.144020408E-1,-4.749957919E-1,1.295925677E-1
6.686156167E0,9.061255306E-2,-1.816726476E-2,2.253984660E-1
6.696193167E0,1.603029668E-1,3.420406580E-1,3.289846480E-1
6.706230167E0,2.754583061E-1,5.902845860E-1,4.042533040E-1
6.716267167E0,3.944406509E-1,7.170993686E-1,4.443208873E-1
6.726304167E0,4.897967279E-1,7.068086863E-1,4.184029996E-1
6.736341167E0,5.726395845E-1,5.702490807E-1,3.514932096E-1
6.746378167E0,6.748729944E-1,3.641915023E-1,3.000222743E-1
6.756415167E0,7.917414308E-1,1.233898550E-1,2.841336429E-1
6.766452167E0,8.769383430E-1,-1.274271905E-1,2.945156991E-1
6.776489167E0,9.132795334E-1,-3.638508022E-1,3.285652399E-1
6.786526167E0,8.927242160E-1,-5.416692495E-1,3.988692462E-1
6.796563167E0,8.286332488E-1,-6.035861969E-1,4.835195839E-1
6.806600167E0,7.272261977E-1,-5.693051815E-1,5.485143065E-1
6.816637167E0,5.937177539E-1,-4.563793540E-1,6.170531511E-1
6.826674167E0,4.724978507E-1,-2.683932185E-1,6.692662835E-1
6.836711167E0,4.089208543E-1,-5.714198202E-2,6.695412397E-1
6.846747667E0,4.168927372E-1,1.371385455E-1,5.902450681E-1
6.856784667E0,4.948758185E-1,2.961211503E-1,4.358717799E-1
6.866821667E0,6.012241244E-1,4.227595031E-1,2.707134485E-1
6.876858667E0,6.923765540E-1,4.359736443E-1,1.557709873E-1
6.886895667E0,7.372843623E-1,3.014145195E-1,1.102495715E-1
6.896932667E0,7.640451193E-1,8.089403063E-2,1.108411402E-1
6.906969667E0,7.894945741E-1,-1.486587524E-1,1.210578233E-1
6.917006667E0,8.082394600E-1,-3.346617818E-1,1.465631723E-1
6.927044667E0,8.146845698E-1,-4.298570156E-1,1.587388664E-1
6.937081667E0,8.006992936E-1,-4.559530914E-1,1.712567359E-1
6.947118667E0,7.779625058E-1,-4.305726290E-1,1.785053313E-1
6.957155667E0,7.671012282E-1,-3.805485964E-1,1.876407564E-1
6.967192667E0,7.760103345E-1,-3.378541470E-1,1.788659096E-1
6.977229667E0,7.909779549E-1,-3.159847558E-1,1.667315811E-1
6.987266667E0,7.995480299E-1,-2.981074750E-1,1.658519357E-1
6.997303667E0,8.078725338E-1,-2.499708533E-1,1.490577757E-1
7.007340667E0,8.236147165E-1,-1.549559236E-1,1.064325497E-1
7.017377667E0,8.508004546E-1,-5.156783015E-2,4.812300950E-2
7.027414667E0,8.859879971E-1,2.845642902E-2,-1.034562849E-2
7.037451667E0,9.294739962E-1,7.816399634E-2,-5.913992226E-2
7.047488667E0,9.693556428E-1,9.516534954E-2,-1.042283028E-1
7.057525667E0,9.979360700E-1,1.046476364E-1,-1.319383085E-1
7.067562667E0,9.865214825E-1,1.371318102E-1,-1.465723813E-1
7.077599667E0,9.372156262E-1,1.962739676E-1,-1.394577026E-1
7.087636667E0,8.588513136E-1,2.521588206E-1,-1.206725612E-1
7.097673667E0,7.686418295E-1,2.770521939E-1,-8.407034725E-2
7.107710667E0,6.622216105E-1,2.649609149E-1,-2.327037789E-2
7.117747667E0,5.679768920E-1,2.103596777E-1,4.750199988E-2
7.127784667E0,5.115189552E-1,8.285070956E-2,1.062140539E-1
7.137821667E0,4.969770908E-1,-8.427125961E-2,1.381912380E-1
7.147858667E0,5.162245035E-1,-1.824572086E-1,1.510604322E-1
7.157895667E0,5.429347754E-1,-2.186339051E-1,1.743328869E-1
7.167932667E0,5.959247947E-1,-2.750822604E-1,1.741312891E-1
7.177969667E0,6.559169292E-1,-3.595935404E-1,1.378468275E-1
7.188006667E0,6.988127232E-1,-4.521298409E-1,9.516967088E-2
7.198043667E0,7.193078995E-1,-5.560727119E-1,7.381384075E-2
7.208080667E0,7.004724145E-1,-6.576853991E-1,5.912677944E-2
7.218117667E0,6.607123017E-1,-7.239035368E-1,4.771142453E-2
7.228154667E0,6.143293381E-1,-6.826061606E-1,2.477441542E-2
7.238191667E0,4.803999960E-1,-2.941845953E-1,-5.587902851E-3
7.248228667E0,2.829923630E-1,4.551538527E-1,-1.576730236E-2
7.258265667E0,8.219843730E-3,1.349790931E0,8.632050455E-2
7.268302667E0,-4.306989014E-1,1.927941918E0,3.082947135E-1
7.278340667E0,-9.624156356E-1,2.338215351E0,5.666360855E-1
7.288377667E0,-1.409979343E0,2.632115126E0,7.629515529E-1
7.298414667E0,-1.559090257E0,2.591003418E0,8.050433397E-1
7.308451667E0,-1.357028484E0,1.949721694E0,6.991741657E-1
7.318488667E0,-9.416329861E-1,7.991796732E-1,4.722176790E-1
7.328525667E0,-4.804600179E-1,-5.244156122E-1,2.473076135E-1
7.338562667E0,-8.487528563E-2,-1.515579939E0,4.902823642E-2
7.348599667E0,2.572543621E-1,-1.922099471E0,-1.535930485E-1
7.358636667E0,5.056730509E-1,-1.816984415E0,-3.440862894E-1
7.368673667E0,6.061045527E-1,-1.401902556E0,-5.224424005E-1
7.378710667E0,6.115418673E-1,-8.933631778E-1,-6.459115744E-1
7.388747667E0,5.692995787E-1,-3.945184648E-1,-6.566814184E-1
7.398784667E0,4.750676155E-1,6.469170004E-2,-5.457354188E-1
7.408821667E0,3.228213489E-1,4.599871039E-1,-4.020235837E-1
7.418858667E0,1.619769633E-1,7.748198509E-1,-2.944722176E-1
7.428895667E0,2.762527019E-2,9.701831937E-1,-2.458996475E-1
7.438932667E0,-7.693781704E-2,1.025712252E0,-2.164793015E-1
7.448969667E0,-1.450404376E-1,9.523986578E-1,-2.099502981E-1
7.459006667E0,-1.718897521E-1,7.939760089E-1,-2.253345996E-1
7.469043667E0,-1.426035017E-1,5.925994515E-1,-2.584510148E-1
7.479080667E0,-8.215446770E-2,4.060282409E-1,-2.766859829E-1
7.489117667E0,-3.933217376E-2,2.198144197E-1,-2.587479949E-1
7.499154667E0,-1.969027519E-2,5.428291485E-2,-2.387863398E-1
7.509191667E0,-3.202710301E-2,-2.546836995E-2,-2.136048377E-1
7.519228667E0,-6.439695507E-2,-3.930228204E-2,-1.891870797E-1
7.529265667E0,-1.056240201E-1,-6.947429478E-2,-1.772009879E-1
7.539302667E0,-1.509453505E-1,-1.117675528E-1,-1.685749888E-1
7.549339667E0,-1.882879287E-1,-1.447121799E-1,-1.795410812E-1
7.559376667E0,-2.169406116E-1,-1.506177485E-1,-2.130630910E-1
7.569413667E0,-2.475829422E-1,-1.252167821E-1,-2.538453937E-1
7.579450667E0,-2.844896019E-1,-9.870231897E-2,-2.681324184E-1
7.589487667E0,-3.191269338E-1,-8.027031273E-2,-2.719337940E-1
7.599524667E0,-3.407340646E-1,-6.395683438E-2,-2.652124763E-1
7.609561667E0,-3.558967710E-1,-3.878330439E-2,-2.704986036E-1
7.619599667E0,-3.663747311E-1,4.995737225E-3,-2.901628315E-1
7.629636667E0,-3.667467535E-1,5.624161661E-2,-3.291800320E-1
